Date,Close,High,Low,Open,Volume,returns,rolling_mean,rolling_std,zscore,signal,position,strategy_returns,trade,equity_curve,buy_hold,volatility,regime,future_return,target,zscore_feature,vol_feature,momentum
2015-02-19,173.89305114746094,174.2574352250173,173.2802348683247,173.42101732802976,91462500,-0.000714014762370859,170.20864486694336,2.679425343766875,1.3750733115548757,0,0.0,-0.0,0.0,1.0,1.0206661778121617,0.00891611377919865,medium,0.0059826360216864915,1,1.3750733115548757,0.00891611377919865,0.002926382396428974
2015-02-20,174.93650817871094,175.01103783545233,172.8578661957788,173.47897194148132,140896400,0.0059826360216864915,170.4214775085449,2.8803488530997416,1.5675291086033178,0,0.0,0.0,0.0,1.0,1.0267724520536579,0.008441166677907801,medium,-0.00014183746357684173,0,1.5675291086033178,0.008441166677907801,0.0022086964740068537
2015-02-23,174.9116973876953,174.9116973876953,174.30714525156807,174.68809573958757,74411100,-0.00014183746357684173,170.67986068725585,3.0435409438230687,1.3904319930468034,0,0.0,-0.0,0.0,1.0,1.026626817253388,0.008300210239516673,medium,0.0028366744868727283,1,1.3904319930468034,0.008300210239516673,0.0013587516738209978
2015-02-24,175.4085693359375,175.60732775468037,174.53901862902975,174.83714993892866,72472300,0.0028366744868727283,170.9432113647461,3.217415845942148,1.3878709451944702,0,0.0,0.0,0.0,1.0,1.0295390233534298,0.008303604070780318,medium,-0.0008502535303217764,0,1.3878709451944702,0.008303604070780318,0.001611720313738236
2015-02-25,175.25949096679688,175.76465750269924,174.919950110312,175.28433418688803,73061700,-0.0008502535303217764,171.31131820678712,3.2712986326022326,1.2069129735395285,0,0.0,-0.0,0.0,1.0,1.0286636541642196,0.007570213579076919,medium,-0.0011818951987666688,0,1.2069129735395285,0.007570213579076919,0.0014226409504579478
2015-02-26,175.05247497558594,175.32576306309747,174.44792285634952,175.16841422758196,72697900,-0.0011818951987666688,171.7767333984375,3.0949653654337808,1.058409768889068,0,0.0,-0.0,0.0,1.0,1.027447881530217,0.006753003145446099,medium,-0.0034122993994626536,0,1.058409768889068,0.006753003145446099,0.001329064863178786
2015-02-27,174.45616149902344,175.21804959524584,174.40647506785652,174.95303844711958,108076000,-0.0034122993994626536,172.1357322692871,2.958877709207339,0.7842261349685721,0,0.0,-0.0,0.0,1.0,1.0239419217410923,0.00670589363220487,medium,0.006293718593530848,1,0.7842261349685721,0.00670589363220487,-0.0005499222210510431
2015-03-02,175.55760192871094,175.6155652234063,174.50585939965265,174.55554583408522,87491400,0.006293718593530848,172.65497436523438,2.5564999805241766,1.1353911932678409,0,0.0,0.0,0.0,1.0,1.0303863240526498,0.005787038646821418,low,-0.0041123635581923655,0,1.1353911932678409,0.005787038646821418,0.0007371889903704948
2015-03-03,174.83712768554688,175.60730540326986,173.97586658681115,175.12698209643352,110325800,-0.0041123635581923655,173.03591766357422,2.2534154619609463,0.7993244265774312,0,0.0,-0.0,0.0,1.0,1.026149000882756,0.005564805594486594,low,-0.004224433920177937,0,0.7993244265774312,0.005564805594486594,-0.0006526186186425239
2015-03-04,174.10009765625,174.31542242677207,173.1311740981912,174.24088012505203,114497200,-0.004224433920177937,173.25910110473632,2.1158484850163632,0.397474846365088,0,0.0,-0.0,0.0,1.0,1.0218141022362703,0.004950318615982127,low,0.0010932840510124683,1,0.397474846365088,0.004950318615982127,-0.001327454696613756
2015-03-05,174.29054260253906,174.57210748101213,173.7853761387244,174.42303554530858,76873000,0.0010932840510124683,173.52410659790038,1.8707902234108706,0.40968570128685655,0,0.0,0.0,0.0,1.0,1.022931235297345,0.004802912957602165,low,-0.014164075179993038,0,0.40968570128685655,0.004802912957602165,-0.0008724188466579287
2015-03-06,171.8392791748047,173.85994549150837,171.5080277875941,173.42930857899026,188128000,-0.014164075179993038,173.58125,1.795824683367541,-0.9700116282669474,0,0.0,-0.0,0.0,1.0,1.0084423603766302,0.00554160173975581,low,0.004135586294213912,1,-0.9700116282669474,0.00554160173975581,-0.0030227740027640054
2015-03-09,172.55140686035156,172.90750131671726,171.88061487590454,172.0379636399452,89818900,0.004135586294213912,173.69760284423828,1.6350724916421613,-0.7010062182231124,0,0.0,0.0,0.0,1.0,1.0126128607807083,0.005553187627334559,low,-0.01635477326862157,0,-0.7010062182231124,0.005553187627334559,-0.0034544004626273933
2015-03-10,169.7523193359375,171.26781870995183,169.71090976336123,171.18501220122667,157121300,-0.01635477326862157,173.71209640502929,1.596382492141628,-2.4804688654406024,1,0.0,-0.0,0.0,1.0,0.9960518070337496,0.006658382518654752,medium,-0.002344342432117106,0,-2.4804688654406024,0.006658382518654752,-0.005902882404713233
2015-03-11,169.35482788085938,170.18296884849192,169.27200872952477,170.00905368526062,110145700,-0.002344342432117106,173.61644744873047,1.795441127966675,-2.3735780034722436,1,1.0,-0.002844342432117106,1.0,0.9971556575678829,0.9937167205179335,0.0061958488526589976,low,0.012633977903294713,1,-2.3735780034722436,0.0061958488526589976,-0.005526864107101067
2015-03-12,171.50802612304688,171.5742662907018,169.9345504579917,169.984236901948,93993500,0.012633977903294713,173.6234893798828,1.7864084290117148,-1.1841991016613507,0,1.0,0.012633977903294713,0.0,1.009753700111741,1.0062713156070915,0.006863088775291784,medium,-0.006151113050654824,0,-1.1841991016613507,0.006863088775291784,-0.0032187253366446184
2015-03-13,170.456298828125,172.19538770623154,169.42112236385987,171.2347535510814,162410900,-0.006151113050654824,173.49554290771485,1.9189848584190177,-1.5837769986855306,0,0.0,-0.0005,1.0,1.0092488232616852,1.0000816269851611,0.006609804972206127,medium,0.013271641074278596,1,-1.5837769986855306,0.006609804972206127,-0.0016161329107769757
2015-03-16,172.73361206054688,172.8247080553119,170.48106804128992,171.18499278596744,136099200,0.013271641074278596,173.44585266113282,1.9255203734479056,-0.3698951257059824,0,0.0,0.0,0.0,1.0092488232616852,1.0133543513834888,0.007250475559270582,medium,-0.0029767049231279223,0,-0.3698951257059824,0.007250475559270582,0.00021107804523596112
2015-03-17,172.22019958496094,172.60113735012428,171.40861234601115,171.99659798758267,94510400,-0.0029767049231279223,173.35682754516603,1.9396256260820355,-0.5860037859476169,0,0.0,-0.0,0.0,1.0092488232616852,1.0103378944968524,0.007260436142731773,medium,0.011949803582727089,1,-0.5860037859476169,0.007260436142731773,0.00288669171433469
2015-03-18,174.29054260253906,174.96133472213626,171.11047188394753,171.74814392695924,228808500,0.011949803582727089,173.3704917907715,1.9454768785862626,0.4729178855295101,0,0.0,0.0,0.0,1.0092488232616852,1.0224112338882758,0.007778241842926436,medium,-0.004571861135474576,0,0.4729178855295101,0.007778241842926436,0.00574552091730353
2015-03-19,173.4955291748047,174.29882690791254,173.10630191705437,173.87647957216197,117917300,-0.004571861135474576,173.35061569213866,1.9418844658755445,0.07462518250316674,0,0.0,-0.0,0.0,1.0092488232616852,1.0177369117035895,0.007846464857925093,medium,0.00878828879858766,1,0.07462518250316674,0.007846464857925093,0.002304353109549672
2015-03-20,175.0269775390625,175.5343990554761,174.26168836055672,174.44469367420336,177715100,0.00878828879858766,173.35513916015626,1.9458743823382298,0.8591707635810003,0,0.0,0.0,0.0,1.0092488232616852,1.0266810776046233,0.007985064402856214,medium,-0.0019505404027295352,0,0.8591707635810003,0.007985064402856214,0.005292233479398169
2015-03-23,174.6859130859375,175.60925341996233,174.6859130859375,175.0352833889691,71784500,-0.0019505404027295352,173.34384994506837,1.9370032731439522,0.6928553810292871,0,0.0,-0.0,0.0,1.0092488232616852,1.0246784946820375,0.007997296419445878,medium,-0.0056348876311684585,0,0.6928553810292871,0.007997296419445878,0.002247797183996542
2015-03-24,173.704345703125,175.0186380320636,173.6377971673957,174.56113747478216,77805300,-0.0056348876311684585,173.25863876342774,1.877979373832301,0.23733324545930848,0,0.0,-0.0,0.0,1.0092488232616852,1.0189045465064295,0.008059648885063246,medium,-0.014762475497824484,0,0.23733324545930848,0.008059648885063246,0.001716160642388435
2015-03-25,171.15887451171875,174.14518069744963,171.1172927921801,173.91226721956986,159521700,-0.014762475497824484,173.05360794067383,1.871871729322476,-1.0122132832471789,0,0.0,-0.0,0.0,1.0092488232616852,1.0038629931040064,0.008669815386174284,medium,-0.0023842109341627887,0,-1.0122132832471789,0.008669815386174284,-0.0036262951737218788
2015-03-26,170.75128173828125,171.66629534342607,169.79466102806265,170.49341415235105,153067200,-0.0023842109341627887,172.8385482788086,1.8772095052501958,-1.1118985572412952,0,0.0,-0.0,0.0,1.0092488232616852,1.0014695719794464,0.008673969062632157,medium,0.002287656978636479,1,-1.1118985572412952,0.008673969062632157,-0.0031887651334595217
2015-03-27,171.14234924316406,171.31702810961454,170.44359569884162,170.6349275715981,118939000,0.002287656978636479,172.67285766601563,1.8731586897170351,-0.8170735513512586,0,0.0,0.0,0.0,1.0092488232616852,1.0037605908346774,0.00869259329448795,medium,0.012125473629433173,1,-0.8170735513512586,0.00869259329448795,-0.004488891497449758
2015-03-30,173.23016357421875,173.52962558919126,172.15709875805342,172.17372636961676,96180400,0.012125473629433173,172.556485748291,1.7529484636771504,0.3843112560848308,0,0.0,0.0,0.0,1.0092488232616852,1.0159316634091076,0.009039568491390966,medium,-0.008778011107613908,0,0.3843112560848308,0.009039568491390966,-0.0016736886910172163
2015-03-31,171.71620178222656,173.10538151826552,171.65797975995795,172.40662840121527,126768700,-0.008778011107613908,172.400439453125,1.6764856503821612,-0.40813810171441167,0,0.0,-0.0,0.0,1.0092488232616852,1.0070138039831258,0.009192070088183945,medium,-0.0035424710965281853,0,-0.40813810171441167,0.009192070088183945,-0.002302313386306306
2015-04-01,171.10897827148438,171.70790231162295,170.11908957478775,171.68294820101997,137303600,-0.0035424710965281853,172.25088348388672,1.6500904728042551,-0.6920258199307899,0,0.0,-0.0,0.0,1.0092488232616852,1.0034464866887107,0.00918034867937999,medium,0.0035909877573900417,1,-0.6920258199307899,0.00918034867937999,-5.8312506047046315e-05
2015-04-02,171.7245330810547,172.17371973980016,170.8594149854099,171.0424202482258,86900900,0.0035909877573900417,172.1225830078125,1.5814847784246953,-0.25169380836804595,0,0.0,0.0,0.0,1.0092488232616852,1.007049850737606,0.009225290443748093,medium,0.006710777230214383,1,-0.25169380836804595,0.009225290443748093,0.0011367272322635198
2015-04-06,172.8808135986328,173.39654885986658,170.70140310210584,170.8344874743749,114368200,0.006710777230214383,172.1746597290039,1.5887963145371322,0.44445840109758294,0,0.0,0.0,0.0,1.0092488232616852,1.0138079379456268,0.008797729703073428,medium,-0.0026499528318800402,0,0.44445840109758294,0.008797729703073428,0.002021351282579101
2015-04-07,172.4232940673828,173.6544101425023,172.39002614874036,172.9057613911213,81236300,-0.0026499528318800402,172.16825408935546,1.5874551107040054,0.16065964719736223,0,0.0,-0.0,0.0,1.0092488232616852,1.0111213947294853,0.008772919685554159,medium,0.003371498272636701,1,0.16065964719736223,0.008772919685554159,-0.0009337340096835421
2015-04-08,173.00559997558594,173.4464729378044,172.2569511284169,172.64791585986887,89351900,0.003371498272636701,172.3309181213379,1.4905928968014357,0.45262650566482,0,0.0,0.0,0.0,1.0092488232616852,1.0145303887652417,0.00790807556183573,medium,0.0044136517183036,1,0.45262650566482,0.00790807556183573,0.0014961678663665797
2015-04-09,173.7708740234375,174.00378754198945,172.34843879891193,172.83921994922966,85548900,0.0044136517183036,172.5517204284668,1.346667684552718,0.9053113911882584,0,0.0,0.0,0.0,1.0092488232616852,1.0190081725588866,0.00790432032848275,medium,0.005442193400453393,1,0.9053113911882584,0.00790432032848275,0.003087392429332937
2015-04-10,174.71914672851562,174.76074114299004,173.82077337860102,174.02040625954504,72722900,0.005442193400453393,172.71227645874023,1.405808203313858,1.4275562377888193,0,0.0,0.0,0.0,1.0092488232616852,1.0245538121105946,0.007514946695317187,medium,-0.004532984936748086,0,1.4275562377888193,0.007514946695317187,0.003457633557945607
2015-04-13,173.92893981933594,175.2099769718649,173.87903158871407,174.5777722030921,74436600,-0.004532984936748086,172.8859085083008,1.324615341902639,0.7874220372058885,0,0.0,-0.0,0.0,1.0092488232616852,1.0199095251134094,0.007443093974604076,medium,0.0019111256830731521,1,0.7874220372058885,0.007443093974604076,0.0012088811245531132
2015-04-14,174.26165771484375,174.444662996307,173.10540399623537,173.72928217590538,75099900,0.0019111256830731521,172.96231079101562,1.3589906426868323,0.9561117516300282,0,0.0,0.0,0.0,1.0092488232616852,1.0218587004012645,0.006869336639311865,medium,0.004477103891147972,1,0.9561117516300282,0.006869336639311865,0.0021210968275437517
2015-04-15,175.04359436035156,175.55101584547447,174.644315833761,174.72750467768364,99529300,0.004477103891147972,173.10348052978514,1.4229822302076296,1.3634139551295257,0,0.0,0.0,0.0,1.0092488232616852,1.0264336679650343,0.006876385295797765,medium,-0.00028526539072498875,0,1.3634139551295257,0.006876385295797765,0.002342217951246006
2015-04-16,174.99366760253906,175.50108903393541,174.5112002831102,174.71084587168448,68934900,-0.00028526539072498875,173.13863677978514,1.4620040623710688,1.2688274065021683,0,0.0,-0.0,0.0,1.0092488232616852,1.026140861963689,0.006358182432335522,medium,-0.011570391726760098,0,1.2688274065021683,0.006358182432335522,0.0014024345294402882
2015-04-17,172.9805908203125,174.04534171399567,172.19866160620694,173.80411444443402,191113200,-0.011570391726760098,173.11288986206054,1.459920869478481,-0.09062069356902994,0,0.0,-0.0,0.0,1.0092488232616852,1.0142680102239339,0.006811151644795084,medium,0.009095317978972112,1,-0.09062069356902994,0.006811151644795084,-0.00200008249600241
2015-04-20,174.5610809326172,174.89381081065358,173.8207461650796,173.9039222881731,92189500,0.009095317978972112,173.08959503173827,1.4312063869122846,1.028143749451491,0,0.0,0.0,0.0,1.0092488232616852,1.0234931002928198,0.006832666451949607,medium,-0.0011917901719063137,0,1.028143749451491,0.006832666451949607,0.0007255780871416297
2015-04-21,174.35316467285156,175.4012754712299,174.05370263148143,175.2432242976131,72559800,-0.0011917901719063137,173.07295761108398,1.4134974084330516,0.9057017396209956,0,0.0,-0.0,0.0,1.0092488232616852,1.022273311274877,0.006824146349355401,medium,0.004902107331447718,1,0.9057017396209956,0.006824146349355401,0.0001049949161457365
2015-04-22,175.2099609375,175.39296622825637,173.77087272447622,174.69421298498898,78264600,0.004902107331447718,173.14823837280272,1.487072574272839,1.3864303601358765,0,0.0,0.0,0.0,1.0092488232616852,1.0272846047688209,0.006780571394446664,medium,0.0025130902732323126,1,1.3864303601358765,0.006780571394446664,0.00018999560420568574
2015-04-23,175.6508331298828,176.29966545157106,174.6942122607432,174.81066901866583,102585900,0.0025130902732323126,173.37283630371093,1.5098420851017937,1.5087649553882343,0,0.0,0.0,0.0,1.0092488232616852,1.0298662637169067,0.005767878842959869,low,0.002317956821936666,1,1.5087649553882343,0.005767878842959869,0.000749666736997146
2015-04-24,176.05845642089844,176.32465059604635,175.60926961638245,176.06678292189486,61327400,0.002317956821936666,173.6381950378418,1.491105934244977,1.6231317490411186,0,0.0,0.0,0.0,1.0092488232616852,1.0322534492485718,0.005705498972594499,low,-0.004166694769174457,0,1.6231317490411186,0.005705498972594499,0.0035273364467364983
2015-04-27,175.32640075683594,176.74883583330077,175.13506898499944,176.62406528021913,79358100,-0.004166694769174457,173.8473976135254,1.414027826738981,1.0459505218658958,0,0.0,-0.0,0.0,1.0092488232616852,1.0279523642011255,0.005841332839181549,low,0.003174016900306544,1,1.0459505218658958,0.005841332839181549,0.000874933897107185
2015-04-28,175.88377380371094,175.93368203726482,174.12859566432547,175.30148992418802,86863500,0.003174016900306544,173.980078125,1.4761933079666172,1.2895978246461353,0,0.0,0.0,0.0,1.0092488232616852,1.0312151023778098,0.005276383135130267,low,-0.004123450824673086,0,1.2895978246461353,0.005276383135130267,0.0017480953115497568
2015-04-29,175.16001892089844,175.75893021084994,174.35313557444897,174.99364127570007,125684900,-0.004123450824673086,174.1522689819336,1.3969500109627542,0.72139298547292,0,0.0,-0.0,0.0,1.0092488232616852,1.0269629376134946,0.00492445185791639,low,-0.010070761960295903,0,0.72139298547292,0.00492445185791639,-5.7016319674404146e-05
2015-04-30,173.40487670898438,174.97704931085852,172.70612345816878,174.58608461209516,161304900,-0.010070761960295903,174.2670639038086,1.2163650921157934,-0.708822704969696,0,0.0,-0.0,0.0,1.0092488232616852,1.0166206383267429,0.005431184929767803,low,0.010783096001570642,1,-0.708822704969696,0.005431184929767803,-0.002573786766380047
2015-05-01,175.2848358154297,175.32643023772877,174.08698753309534,174.18680399234466,103399700,0.010783096001570642,174.44507904052733,1.0772515126945197,0.7795364081707149,0,0.0,0.0,0.0,1.0092488232616852,1.0275829562669982,0.00585646401288105,low,0.0028433179388435647,1,0.7795364081707149,0.00585646401288105,-0.0008807589304532518
2015-05-04,175.783935546875,176.3662193542195,175.6009302513046,175.7090605129889,70927200,0.0028433179388435647,174.59023513793946,1.0506426637267765,1.136162132138551,0,0.0,0.0,0.0,1.0092488232616852,1.0305047013202022,0.005721168370046233,low,-0.011517986440701414,0,1.136162132138551,0.005721168370046233,0.0005212436111503526
2015-05-05,173.7708740234375,175.90038899608155,173.62946315094771,175.5426922186258,113326200,-0.011517986440701414,174.6576141357422,0.9419484446672348,-0.9413892207422825,0,0.0,-0.0,0.0,1.0092488232616852,1.018635362143317,0.006317816672621462,low,-0.004125108716472165,0,-0.9413892207422825,0.006317816672621462,-0.0024171570570512392
2015-05-06,173.05552673339844,174.62769963503646,171.99077538693658,174.31992371713588,135060200,-0.004125108716472165,174.6601104736328,0.937395024330273,-1.7117476608975801,0,0.0,-0.0,0.0,1.0092488232616852,1.014433380532033,0.0063538514186462225,medium,0.003981529354753298,1,-1.7117476608975801,0.0063538514186462225,-0.002417488635411055
2015-05-07,173.7459259033203,174.17017122825814,172.6229526914599,172.95568267434402,88244900,0.003981529354753298,174.65886306762695,0.9386563758050663,-0.9725999714470944,0,0.0,0.0,0.0,1.0092488232616852,1.018472376815063,0.006338821556460165,medium,0.013080588901168052,1,-0.9725999714470944,0.006338821556460165,0.00039296962759878524
2015-05-08,176.03355407714844,176.23319976722755,175.33481320113248,175.41800207854226,155877300,0.013080588901168052,174.7245834350586,0.9878258413232109,1.3251026520387865,0,0.0,0.0,0.0,1.0092488232616852,1.0317945952833762,0.0068905322919642804,medium,-0.0047844374563463235,0,1.3251026520387865,0.0068905322919642804,0.0008524682075182674
2015-05-11,175.19334411621094,176.25809539088837,175.1184817670937,175.9919139186372,75708100,-0.0047844374563463235,174.78780364990234,0.9745970790830855,0.41611089855731137,0,0.0,-0.0,0.0,1.0092488232616852,1.0268580385744468,0.006900180993141371,medium,-0.002995911802827981,0,0.41611089855731137,0.006900180993141371,-0.0006730828715197101
2015-05-12,174.6692657470703,175.20996783389103,173.53796603824514,174.36148987906336,119727600,-0.002995911802827981,174.80818405151368,0.967249609612649,-0.14362198036864254,0,0.0,-0.0,0.0,1.0092488232616852,1.0237816624568528,0.006929384183217754,medium,0.00019033535811008556,1,-0.14362198036864254,0.006929384183217754,0.0010313320560549765
2015-05-13,174.7025146484375,175.70071710612524,174.46960116473812,175.0768389834663,94667900,0.00019033535811008556,174.79113006591797,0.9658864371344691,-0.0917451721792133,0,0.0,0.0,0.0,1.0092488232616852,1.0239765243062031,0.006853295081556179,medium,0.01037371457476394,1,-0.0917451721792133,0.006853295081556179,0.0018944208709714267
2015-05-14,176.52426147460938,176.6157641176975,175.4428700634319,175.71737799269627,95934000,0.01037371457476394,174.86765975952147,1.0405308039487098,1.5920736885455626,0,0.0,0.0,0.0,1.0092488232616852,1.0345989645006146,0.007241387892957309,medium,0.0010834591524498277,1,1.5920736885455626,0.007241387892957309,0.003172857914973555
2015-05-15,176.7156219482422,176.8570328492495,176.23315450742103,176.7156219482422,76510100,0.0010834591524498277,175.05441131591797,1.0189725196087884,1.6302801109513705,0,0.0,0.0,0.0,1.0092488232616852,1.0357199102178178,0.006667243342824208,medium,0.00310176170795001,1,1.6302801109513705,0.006667243342824208,0.0007734319652299101
2015-05-18,177.2646026611328,177.51414379393768,176.482673264118,176.54922179714424,74549700,0.00310176170795001,175.18958740234376,1.1239946232121407,1.8461078157643611,0,0.0,0.0,0.0,1.0092488232616852,1.0389324665754929,0.006417468719275803,medium,-0.00032853205613823054,0,1.8461078157643611,0.006417468719275803,0.0023506717980891767
2015-05-19,177.2063751220703,177.65557456500738,176.9235533648642,177.38106661495368,72114600,-0.00032853205613823054,175.33224792480468,1.1912996789848271,1.5731786303029014,0,0.0,-0.0,0.0,1.0092488232616852,1.03859114395606,0.006406484265975745,medium,-0.0007043486128441624,0,1.5731786303029014,0.006406484265975745,0.002884147747427127
2015-05-20,177.08160400390625,177.830252816043,176.7655016333957,177.30619103184608,76857500,-0.0007043486128441624,175.425830078125,1.2530981348066332,1.321344178711722,0,0.0,-0.0,0.0,1.0092488232616852,1.0378596137245022,0.006340397030278523,medium,0.002908077590575227,1,1.321344178711722,0.006340397030278523,0.0027052109532362772
2015-05-21,177.59732055664062,177.80527994839312,176.77379679588046,176.94017446354965,64764600,0.002908077590575227,175.52315444946288,1.343799554944629,1.5435085534488149,0,0.0,0.0,0.0,1.0092488232616852,1.0408777900093376,0.006347506133790089,medium,-0.002391460838971175,0,1.5435085534488149,0.006347506133790089,0.0012120835563985345
2015-05-22,177.17311096191406,177.6306115288807,177.10656242477594,177.21469269139422,57433500,-0.002391460838971175,175.57888717651366,1.3895064096855039,1.1473310049438585,0,0.0,-0.0,0.0,1.0092488232616852,1.0383885715363754,0.006365834586461708,medium,-0.010810150353222983,0,1.1473310049438585,0.006365834586461708,0.0005170995581143341
2015-05-26,175.26815795898438,177.1065244109385,174.85223921076997,176.68227916434677,124308600,-0.010810150353222983,175.5759750366211,1.3901243191644201,-0.2214313305602312,0,0.0,-0.0,0.0,1.0092488232616852,1.0271634349529988,0.006772378888052932,medium,0.009447521896128502,1,-0.2214313305602312,0.006772378888052932,-0.0022652828541202645
2015-05-27,176.93185424804688,177.1647677596547,175.31808727988246,175.72569227161335,93214000,0.009447521896128502,175.62837905883788,1.4217337739530875,0.9168208655441326,0,0.0,0.0,0.0,1.0092488232616852,1.0368675839956198,0.007066820478781843,medium,-0.001129101347180372,0,0.9168208655441326,0.007066820478781843,-0.00031007206366691803
2015-05-28,176.73219299316406,176.84032323223988,176.04176637565863,176.62405006125587,74974600,-0.001129101347180372,175.70698776245118,1.4378468729887195,0.7130141950247355,0,0.0,-0.0,0.0,1.0092488232616852,1.0356968554096828,0.006999638260242586,medium,-0.006232297566785439,0,0.7130141950247355,0.006999638260242586,-0.00039502261053416004
2015-05-29,175.63417053222656,176.70723533026117,175.36798913054474,176.66565360922212,124919600,-0.006232297566785439,175.81845245361328,1.3325434420115392,-0.1382933685888173,0,0.0,-0.0,0.0,1.0092488232616852,1.0292420844177856,0.006744036259862659,medium,0.0020344421348784474,1,-0.1382933685888173,0.006744036259862659,-0.002223097642006293
2015-06-01,175.99185180664062,176.63235749126358,175.201596090961,176.29962759516937,93338800,0.0020344421348784474,175.85380325317382,1.3270088150780803,0.10402986920526211,0,0.0,0.0,0.0,1.0092488232616852,1.0313360178813151,0.006321937219439275,low,-0.000992533010421562,0,0.10402986920526211,0.006321937219439275,-0.001337917047236369
2015-06-02,175.8172607421875,176.5076877289666,174.910560468751,175.53443889974955,91531000,-0.000992533010421562,175.85546951293946,1.326937388775912,-0.028794705066839475,0,0.0,-0.0,0.0,1.0092488232616852,1.0303123828387313,0.006295696022565484,low,0.0026456939291848477,1,-0.028794705066839475,0.006295696022565484,0.0006256064213239152
2015-06-03,176.2830352783203,176.90691352294607,175.79225410549518,176.34958381422064,87820900,0.0026456939291848477,175.9810775756836,1.2349349068983333,0.24451305161914247,0,0.0,0.0,0.0,1.0092488232616852,1.0330382740551716,0.005699107419394749,low,-0.008482509735761989,0,0.24451305161914247,0.005699107419394749,-0.0007347591720648155
