=== Transmission / Reflection vs Energy (Displayed Range) ===
 Energy (eV)    Transmission      Reflection
      4.3604        0.992713        0.007287
      4.3649        0.983888        0.016112
      4.3694        0.995153        0.004847
      4.3739        0.978386        0.021614
      4.3784        0.997517        0.002483
      4.3829        0.972462        0.027538
      4.3874        0.999329        0.000671
      4.3919        0.966337        0.033663
      4.3964        0.999995        0.000005
      4.4009        0.960170        0.039830
      4.4054        0.998821        0.001179
      4.4099        0.953950        0.046050
      4.4144        0.995026        0.004974
      4.4189        0.947302        0.052698
      4.4234        0.987757        0.012243
      4.4279        0.939086        0.060914
      4.4324        0.976141        0.023859
      4.4369        0.926391        0.073609
      4.4414        0.959583        0.040417
      4.4459        0.901507        0.098493
      4.4505        0.939707        0.060293
      4.4550        0.841666        0.158334
      4.4595        0.932116        0.067884
      4.4640        0.680585        0.319415
      4.4685        0.999868        0.000132
      4.4730        0.422035        0.577965
      4.4775        0.017392        0.982608
      4.4820        0.000654        0.999346
      4.4865        0.000118        0.999882
      4.4910        0.000049        0.999951
      4.4955        0.000040        0.999960
      4.5000        0.000059        0.999941
      4.5045        0.000173        0.999827
      4.5090        0.001298        0.998702
      4.5135        0.079987        0.920013
      4.5180        0.408009        0.591991
      4.5225        0.862288        0.137712
      4.5270        0.808673        0.191327
      4.5315        0.851317        0.148683
      4.5360        0.925323        0.074677
      4.5405        0.898270        0.101730
      4.5450        0.952918        0.047082
      4.5495        0.935252        0.064748
      4.5541        0.960128        0.039872
      4.5586        0.961403        0.038597
      4.5631        0.961999        0.038001
      4.5676        0.979456        0.020544
      4.5721        0.963018        0.036982
      4.5766        0.991167        0.008833
      4.5811        0.964934        0.035066
      4.5856        0.997664        0.002336
      4.5901        0.968395        0.031605
      4.5946        0.999952        0.000048
      4.5991        0.973395        0.026605
      4.6036        0.999144        0.000856
      4.6081        0.979476        0.020524
      4.6126        0.996472        0.003528
      4.6171        0.985886        0.014114
      4.6216        0.993164        0.006836
      4.6261        0.991765        0.008235
      4.6306        0.990280        0.009720
      4.6351        0.996340        0.003660
      4.6396        0.988575        0.011425
      4.6441        0.999119        0.000881
      4.6486        0.988406        0.011594
      4.6532        1.000000        0.000000
      4.6577        0.989721        0.010279
      4.6622        0.999292        0.000708
      4.6667        0.992116        0.007884
      4.6712        0.997609        0.002391
      4.6757        0.994956        0.005044
      4.6802        0.995697        0.004303
      4.6847        0.997547        0.002453
      4.6892        0.994235        0.005765
      4.6937        0.999324        0.000676
      4.6982        0.993671        0.006329
      4.7027        0.999995        0.000005
      4.7072        0.994132        0.005868
      4.7117        0.999610        0.000390
      4.7162        0.995426        0.004574
      4.7207        0.998517        0.001483
      4.7252        0.997124        0.002876
      4.7297        0.997230        0.002770
      4.7342        0.998707        0.001293
      4.7387        0.996257        0.003743
      4.7432        0.999735        0.000265
      4.7477        0.995942        0.004058
      4.7523        0.999987        0.000013
      4.7568        0.996367        0.003633
      4.7613        0.999520        0.000480
      4.7658        0.997355        0.002645
      4.7703        0.998631        0.001369
      4.7748        0.998540        0.001460
      4.7793        0.997731        0.002269
      4.7838        0.999516        0.000484
      4.7883        0.997193        0.002807
      4.7928        0.999980        0.000020
      4.7973        0.997221        0.002779
      4.8018        0.999844        0.000156
      4.8063        0.997783        0.002217
      4.8108        0.999253        0.000747
      4.8153        0.998644        0.001356
      4.8198        0.998518        0.001482
      4.8243        0.999463        0.000537
      4.8288        0.997976        0.002024
      4.8333        0.999942        0.000058
      4.8378        0.997860        0.002140
      4.8423        0.999936        0.000064
      4.8468        0.998208        0.001792
      4.8514        0.999516        0.000484
      4.8559        0.998858        0.001142
      4.8604        0.998919        0.001081
      4.8649        0.999528        0.000472
      4.8694        0.998443        0.001557
      4.8739        0.999942        0.000058
      4.8784        0.998311        0.001689
      4.8829        0.999954        0.000046
      4.8874        0.998575        0.001425
      4.8919        0.999608        0.000392
      4.8964        0.999104        0.000896
      4.9009        0.999109        0.000891
      4.9054        0.999650        0.000350
      4.9099        0.998719        0.001281
      4.9144        0.999969        0.000031
      4.9189        0.998633        0.001367
      4.9234        0.999939        0.000061
      4.9279        0.998887        0.001113
      4.9324        0.999611        0.000389
      4.9369        0.999350        0.000650
      4.9414        0.999183        0.000817
      4.9459        0.999789        0.000211
      4.9505        0.998890        0.001110
      4.9550        0.999996        0.000004
      4.9595        0.998886        0.001114
      4.9640        0.999891        0.000109
      4.9685        0.999168        0.000832
      4.9730        0.999558        0.000442
      4.9775        0.999583        0.000417
      4.9820        0.999200        0.000800
      4.9865        0.999912        0.000088
      4.9910        0.999020        0.000980
      4.9955        0.999993        0.000007
      5.0000        0.999118        0.000882

=== Transmission / Reflection vs Wavelength (Displayed Range) ===
 Wavelength (nm)    Transmission      Reflection
          247.97        0.999118        0.000882
          250.20        0.999962        0.000038
          252.44        0.999341        0.000659
          254.67        0.998222        0.001778
          256.90        0.998267        0.001733
          259.14        0.998946        0.001054
          261.37        0.999469        0.000531
          263.61        0.999630        0.000370
          265.84        0.999294        0.000706
          268.07        0.997176        0.002824
          270.31        0.987249        0.012751
          272.54        0.946984        0.053016
          274.78        0.015604        0.984396
          277.01        0.172364        0.827636
          279.24        0.909760        0.090240
          281.48        0.993955        0.006045
          283.71        0.989986        0.010014
          285.95        0.987087        0.012913
          288.18        0.999135        0.000865
          290.41        0.992303        0.007697
          292.65        0.998714        0.001286
          294.88        0.996830        0.003170
          297.12        0.995991        0.004009
          299.35        0.999969        0.000031
          301.58        0.997821        0.002179
          303.82        0.996466        0.003534
          306.05        0.998360        0.001640
          308.29        0.999892        0.000108
          310.52        0.999744        0.000256
          312.75        0.998876        0.001124
          314.99        0.998152        0.001848
          317.22        0.997776        0.002224
          319.45        0.997655        0.002345
          321.69        0.997709        0.002291
          323.92        0.997958        0.002042
          326.16        0.998489        0.001511
          328.39        0.999289        0.000711
          330.62        0.999952        0.000048
          332.86        0.999637        0.000363
          335.09        0.998024        0.001976
          337.33        0.996823        0.003177
          339.56        0.998297        0.001703
          341.79        0.999995        0.000005
          344.03        0.997506        0.002494
          346.26        0.996510        0.003490
          348.50        0.999934        0.000066
          350.73        0.996536        0.003464
          352.96        0.996884        0.003116
          355.20        0.999072        0.000928
          357.43        0.993929        0.006071
          359.67        0.999939        0.000061
          361.90        0.991865        0.008135
          364.13        0.999978        0.000022
          366.37        0.989225        0.010775
          368.60        0.999096        0.000904
          370.84        0.987450        0.012550
          373.07        0.991468        0.008532
          375.30        0.993334        0.006666
          377.54        0.969010        0.030990
          379.77        0.998487        0.001513
          382.01        0.953361        0.046639
          384.24        0.935171        0.064829
          386.47        0.948039        0.051961
          388.71        0.846429        0.153571
          390.94        0.000009        0.999991
          393.18        0.000000        1.000000
          395.41        0.000250        0.999750
          397.64        0.741054        0.258946
          399.88        0.932998        0.067002
          402.11        0.903212        0.096788
          404.34        0.960814        0.039186
          406.58        0.994265        0.005735
          408.81        0.999845        0.000155
          411.05        0.995817        0.004183
          413.28        0.991728        0.008272
          415.51        0.989752        0.010248
          417.75        0.989478        0.010522
          419.98        0.990143        0.009857
          422.22        0.991238        0.008762
          424.45        0.992536        0.007464
          426.68        0.993984        0.006016
          428.92        0.995583        0.004417
          431.15        0.997270        0.002730
          433.39        0.998825        0.001175
          435.62        0.999844        0.000156
          437.85        0.999859        0.000141
          440.09        0.998700        0.001300
          442.32        0.996903        0.003097
          444.56        0.995735        0.004265
          446.79        0.996362        0.003638
          449.02        0.998484        0.001516
          451.26        0.999976        0.000024
          453.49        0.999026        0.000974
          455.73        0.997010        0.002990
          457.96        0.997194        0.002806
          460.19        0.999429        0.000571
          462.43        0.999639        0.000361
          464.66        0.997501        0.002499
          466.90        0.997812        0.002188
          469.13        0.999924        0.000076
          471.36        0.998672        0.001328
          473.60        0.997500        0.002500
          475.83        0.999705        0.000295
          478.07        0.998930        0.001070
          480.30        0.997685        0.002315
          482.53        0.999905        0.000095
          484.77        0.998384        0.001616
          487.00        0.998393        0.001607
          489.23        0.999841        0.000159
          491.47        0.997693        0.002307
          493.70        0.999794        0.000206
          495.94        0.998314        0.001686
          498.17        0.998966        0.001034
          500.40        0.999138        0.000862
          502.64        0.998298        0.001702
          504.87        0.999619        0.000381
          507.11        0.997977        0.002023
          509.34        0.999794        0.000206
          511.57        0.997876        0.002124
          513.81        0.999783        0.000217
          516.04        0.997929        0.002071
          518.28        0.999576        0.000424
          520.51        0.998221        0.001779
          522.74        0.999034        0.000966
          524.98        0.998886        0.001114
          527.21        0.998116        0.001884
          529.45        0.999747        0.000253
          531.68        0.997345        0.002655
          533.91        0.999884        0.000116
          536.15        0.997855        0.002145
          538.38        0.998390        0.001610
          540.62        0.999597        0.000403
          542.85        0.996896        0.003104
          545.08        0.999472        0.000528
          547.32        0.998534        0.001466
          549.55        0.996722        0.003278
          551.79        0.999819        0.000181
          554.02        0.997853        0.002147
          556.25        0.996268        0.003732
          558.49        0.999724        0.000276
          560.72        0.997908        0.002092
          562.96        0.995099        0.004901
          565.19        0.998757        0.001243
          567.42        0.999031        0.000969
          569.66        0.994004        0.005996
          571.89        0.995277        0.004723
          574.13        0.999917        0.000083
          576.36        0.996016        0.003984
          578.59        0.989737        0.010263
          580.83        0.993613        0.006387
          583.06        0.999972        0.000028
          585.29        0.992467        0.007533
          587.53        0.977920        0.022080
          589.76        0.979401        0.020599
          592.00        0.997279        0.002721
          594.23        0.984332        0.015668
          596.46        0.878057        0.121943
          598.70        0.761329        0.238671
          600.93        0.014960        0.985040
          603.17        0.055592        0.944408
          605.40        0.879004        0.120996
          607.63        1.000000        0.000000
          609.87        0.986940        0.013060
          612.10        0.981934        0.018066
          614.34        0.987111        0.012889
          616.57        0.994133        0.005867
          618.80        0.998569        0.001431
          621.04        0.999974        0.000026
          623.27        0.999672        0.000328
          625.51        0.999000        0.001000
          627.74        0.998644        0.001356
          629.97        0.998713        0.001287
          632.21        0.999037        0.000963
          634.44        0.999413        0.000587
          636.68        0.999712        0.000288
          638.91        0.999894        0.000106
          641.14        0.999978        0.000022
          643.38        1.000000        0.000000
          645.61        0.999994        0.000006
          647.85        0.999983        0.000017
          650.08        0.999977        0.000023
          652.31        0.999977        0.000023
          654.55        0.999983        0.000017
          656.78        0.999989        0.000011
          659.02        0.999995        0.000005
          661.25        0.999999        0.000001
          663.48        1.000000        0.000000
          665.72        0.999998        0.000002
          667.95        0.999993        0.000007
          670.18        0.999986        0.000014
          672.42        0.999977        0.000023
          674.65        0.999966        0.000034
          676.89        0.999954        0.000046
          679.12        0.999940        0.000060
          681.35        0.999926        0.000074
          683.59        0.999911        0.000089
          685.82        0.999897        0.000103
          688.06        0.999885        0.000115
          690.29        0.999877        0.000123
          692.52        0.999874        0.000126
          694.76        0.999879        0.000121
          696.99        0.999894        0.000106
          699.23        0.999916        0.000084
          701.46        0.999946        0.000054
          703.69        0.999975        0.000025
          705.93        0.999996        0.000004
          708.16        0.999997        0.000003
          710.40        0.999967        0.000033
          712.63        0.999899        0.000101
          714.86        0.999795        0.000205
          717.10        0.999674        0.000326
          719.33        0.999566        0.000434
          721.57        0.999509        0.000491
          723.80        0.999533        0.000467
          726.03        0.999644        0.000356
          728.27        0.999809        0.000191
          730.50        0.999955        0.000045
          732.74        0.999996        0.000004
          734.97        0.999877        0.000123
          737.20        0.999620        0.000380
          739.44        0.999339        0.000661
          741.67        0.999193        0.000807
          743.91        0.999294        0.000706
          746.14        0.999604        0.000396
          748.37        0.999919        0.000081
          750.61        0.999980        0.000020
          752.84        0.999677        0.000323
          755.07        0.999182        0.000818
          757.31        0.998879        0.001121
          759.54        0.999053        0.000947
          761.78        0.999589        0.000411
          764.01        0.999985        0.000015
          766.24        0.999784        0.000216
          768.48        0.999082        0.000918
          770.71        0.998552        0.001448
          772.95        0.998789        0.001211
          775.18        0.999582        0.000418
          777.41        0.999998        0.000002
          779.65        0.999415        0.000585
          781.88        0.998417        0.001583
          784.12        0.998238        0.001762
          786.35        0.999177        0.000823
          788.58        0.999987        0.000013
          790.82        0.999407        0.000593
          793.05        0.998074        0.001926
          795.29        0.997877        0.002123
          797.52        0.999189        0.000811
          799.75        0.999992        0.000008
          801.99        0.998812        0.001188
          804.22        0.997334        0.002666
          806.46        0.997987        0.002013
          808.69        0.999758        0.000242
          810.92        0.999459        0.000541
          813.16        0.997299        0.002701
          815.39        0.997025        0.002975
          817.63        0.999240        0.000760
          819.86        0.999735        0.000265
          822.09        0.997186        0.002814
          824.33        0.996303        0.003697
          826.56        0.998924        0.001076
          828.80        0.999721        0.000279
          831.03        0.996600        0.003400
          833.26        0.995761        0.004239
          835.50        0.999086        0.000914
          837.73        0.999298        0.000702
          839.97        0.995347        0.004653
          842.20        0.995720        0.004280
          844.43        0.999715        0.000285
          846.67        0.997859        0.002141
          848.90        0.993752        0.006248
          851.13        0.996913        0.003087
          853.37        0.999882        0.000118
          855.60        0.994760        0.005240
          857.84        0.993421        0.006579
          860.07        0.999288        0.000712
          862.30        0.997284        0.002716
          864.54        0.991442        0.008558
          866.77        0.996496        0.003504
          869.01        0.999343        0.000657
          871.24        0.991355        0.008645
          873.47        0.992917        0.007083
          875.71        0.999998        0.000002
          877.94        0.992416        0.007584
          880.18        0.989553        0.010447
          882.41        0.999344        0.000656
          884.64        0.993744        0.006256
          886.88        0.986664        0.013336
          889.11        0.997924        0.002076
          891.35        0.994758        0.005242
          893.58        0.984021        0.015979
          895.81        0.996303        0.003697
          898.05        0.995168        0.004832
          900.28        0.981224        0.018776
          902.52        0.994935        0.005065
          904.75        0.994775        0.005225
          906.98        0.977905        0.022095
          909.22        0.994195        0.005805
          911.45        0.993253        0.006747
          913.69        0.973869        0.026131
          915.92        0.994405        0.005595
          918.15        0.989993        0.010007
          920.39        0.969242        0.030758
          922.62        0.995742        0.004258
          924.86        0.984050        0.015950
          927.09        0.964634        0.035366
          929.32        0.997942        0.002058
          931.56        0.974332        0.025668
          933.79        0.961211        0.038789
          936.02        0.999829        0.000171
          938.26        0.960085        0.039915
          940.49        0.960457        0.039543
          942.73        0.998942        0.001058
          944.96        0.941481        0.058519
          947.19        0.963466        0.036534
          949.43        0.991854        0.008146
          951.66        0.919633        0.080367
          953.90        0.969869        0.030131
          956.13        0.975685        0.024315
          958.36        0.895218        0.104782
          960.60        0.977013        0.022987
          962.83        0.950459        0.049541
          965.07        0.865285        0.134715
          967.30        0.979695        0.020305
          969.53        0.922061        0.077939
          971.77        0.818804        0.181196
          974.00        0.964300        0.035700
          976.24        0.912680        0.087320
          978.47        0.740524        0.259476
          980.70        0.858394        0.141606
          982.94        0.986150        0.013850
          985.17        0.712358        0.287642
          987.41        0.561331        0.438669
          989.64        0.574889        0.425111
          991.87        0.614953        0.385047
          994.11        0.441087        0.558913
          996.34        0.150377        0.849623
          998.58        0.000076        0.999924
         1000.81        0.000000        1.000000
         1003.04        0.000000        1.000000
         1005.28        0.000000        1.000000
         1007.51        0.000000        1.000000
         1009.75        0.000000        1.000000
         1011.98        0.000000        1.000000
         1014.21        0.000000        1.000000
         1016.45        0.000000        1.000000
         1018.68        0.000000        1.000000
         1020.91        0.000000        1.000000
         1023.15        0.000000        1.000000
         1025.38        0.000000        1.000000
         1027.62        0.000000        1.000000
         1029.85        0.000000        1.000000
         1032.08        0.000000        1.000000
         1034.32        0.000000        1.000000
         1036.55        0.000000        1.000000
         1038.79        0.000000        1.000000
         1041.02        0.000000        1.000000
         1043.25        0.000000        1.000000
         1045.49        0.000000        1.000000
         1047.72        0.000000        1.000000
         1049.96        0.000983        0.999017
         1052.19        0.133004        0.866996
         1054.42        0.410511        0.589489
         1056.66        0.436132        0.563868
         1058.89        0.390010        0.609990
         1061.13        0.523612        0.476388
         1063.36        0.982678        0.017322
         1065.59        0.668422        0.331578
         1067.83        0.603995        0.396005
         1070.06        0.995675        0.004325
         1072.30        0.684420        0.315580
         1074.53        0.786424        0.213576
         1076.76        0.916717        0.083283
         1079.00        0.707485        0.292515
         1081.23        0.998340        0.001660
         1083.47        0.750220        0.249780
         1085.70        0.930990        0.069010
         1087.93        0.838762        0.161238
         1090.17        0.861238        0.138762
         1092.40        0.921962        0.078038
         1094.64        0.826624        0.173376
         1096.87        0.974294        0.025706
         1099.10        0.818960        0.181040
         1101.34        0.996234        0.003766
         1103.57        0.826151        0.173849
         1105.81        0.999848        0.000152
         1108.04        0.839556        0.160444
         1110.27        0.996082        0.003918
         1112.51        0.853986        0.146014
         1114.74        0.991233        0.008767
         1116.97        0.866753        0.133247
         1119.21        0.988015        0.011985
         1121.44        0.876786        0.123214
         1123.68        0.987181        0.012819
         1125.91        0.883971        0.116029
         1128.14        0.988556        0.011444
         1130.38        0.888723        0.111277
         1132.61        0.991522        0.008478
         1134.85        0.891761        0.108239
         1137.08        0.995192        0.004808
         1139.31        0.894006        0.105994
         1141.55        0.998450        0.001550
         1143.78        0.896533        0.103467
         1146.02        0.999992        0.000008
         1148.25        0.900519        0.099481
         1150.48        0.998456        0.001544
         1152.72        0.907142        0.092858
         1154.95        0.992711        0.007289
         1157.19        0.917391        0.082609
         1159.42        0.982274        0.017726
         1161.65        0.931748        0.068252
         1163.89        0.967752        0.032248
         1166.12        0.949751        0.050249
         1168.36        0.951064        0.048936
         1170.59        0.969490        0.030510
         1172.82        0.935293        0.064707
         1175.06        0.987335        0.012665
         1177.29        0.924130        0.075870
         1179.53        0.998430        0.001570
         1181.76        0.921040        0.078960
         1183.99        0.998445        0.001555
         1186.23        0.928263        0.071737
         1188.46        0.986209        0.013791
         1190.70        0.945611        0.054389
         1192.93        0.965444        0.034556
         1195.16        0.969153        0.030847
         1197.40        0.943913        0.056087
         1199.63        0.990673        0.009327
         1201.86        0.930379        0.069621
         1204.10        0.999993        0.000007
         1206.33        0.931233        0.068767
         1208.57        0.991171        0.008829
         1210.80        0.947742        0.052258
         1213.03        0.968323        0.031677
         1215.27        0.973760        0.026240
         1217.50        0.944318        0.055682
         1219.74        0.995513        0.004487
         1221.97        0.933054        0.066946
         1224.20        0.998173        0.001827
         1226.44        0.942007        0.057993
         1228.67        0.978751        0.021249
         1230.91        0.967553        0.032447
         1233.14        0.951274        0.048726
         1235.37        0.993385        0.006615
         1237.61        0.935907        0.064093
         1239.84        0.998521        0.001479
         1242.08        0.944515        0.055485
         1244.31        0.977330        0.022670
         1246.54        0.972404        0.027596
         1248.78        0.948499        0.051501
         1251.01        0.997152        0.002848
         1253.25        0.937362        0.062638
         1255.48        0.994133        0.005867
         1257.71        0.954512        0.045488
         1259.95        0.965476        0.034524
         1262.18        0.986088        0.013912
         1264.42        0.940659        0.059341
         1266.65        0.999749        0.000251
         1268.88        0.944761        0.055239
         1271.12        0.978574        0.021426
         1273.35        0.975239        0.024761
         1275.59        0.946989        0.053011
         1277.82        0.999357        0.000643
         1280.05        0.940946        0.059054
         1282.29        0.986014        0.013986
         1284.52        0.968386        0.031614
         1286.75        0.951762        0.048238
         1288.99        0.997823        0.002177
         1291.22        0.939935        0.060065
         1293.46        0.988819        0.011181
         1295.69        0.966023        0.033977
         1297.92        0.953104        0.046896
         1300.16        0.997563        0.002437
         1302.39        0.939992        0.060008
         1304.63        0.987933        0.012067
         1306.86        0.967938        0.032062
         1309.09        0.950732        0.049268
         1311.33        0.998831        0.001169
         1313.56        0.941168        0.058832
         1315.80        0.983199        0.016801
         1318.03        0.974070        0.025930
         1320.26        0.945491        0.054509
         1322.50        0.999999        0.000001
         1324.73        0.945108        0.054892
         1326.97        0.973769        0.026231
         1329.20        0.983915        0.016085
         1331.43        0.939736        0.060264
         1333.67        0.997563        0.002437
         1335.90        0.954362        0.045638
         1338.14        0.959718        0.040282
         1340.37        0.994781        0.005219
         1342.60        0.937874        0.062126
         1344.84        0.987155        0.012845
         1347.07        0.970420        0.029580
         1349.31        0.944435        0.055565
         1351.54        0.999981        0.000019
         1353.77        0.945614        0.054386
         1356.01        0.967265        0.032735
         1358.24        0.989741        0.010259
         1360.48        0.935952        0.064048
         1362.71        0.990604        0.009396
         1364.94        0.966001        0.033999
         1367.18        0.944497        0.055503
         1369.41        1.000000        0.000000
         1371.65        0.944160        0.055840
         1373.88        0.964866        0.035134
         1376.11        0.991354        0.008646
         1378.35        0.934117        0.065883
         1380.58        0.986226        0.013774
         1382.81        0.971353        0.028647
         1385.05        0.938001        0.061999
         1387.28        0.998704        0.001296
         1389.52        0.950277        0.049723
         1391.75        0.952428        0.047572
         1393.98        0.997913        0.002087
         1396.22        0.935649        0.064351
         1398.45        0.971246        0.028754
         1400.69        0.985877        0.014123
         1402.92        0.930508        0.069492
         1405.15        0.988001        0.011999
         1407.39        0.968211        0.031789
         1409.62        0.934411        0.065589
         1411.86        0.998029        0.001971
         1414.09        0.950548        0.049452
         1416.32        0.944925        0.055075
         1418.56        0.999597        0.000403
         1420.79        0.936605        0.063395
         1423.03        0.958842        0.041158
         1425.26        0.993682        0.006318
         1427.49        0.927970        0.072030
         1429.73        0.973065        0.026935
         1431.96        0.982785        0.017215
         1434.20        0.924670        0.075330
         1436.43        0.985205        0.014795
         1438.66        0.969646        0.030354
         1440.90        0.925839        0.074161
         1443.13        0.993879        0.006121
         1445.37        0.956445        0.043555
         1447.60        0.930241        0.069759
         1449.83        0.998690        0.001310
         1452.07        0.944540        0.055460
         1454.30        0.936601        0.063399
         1456.54        0.999992        0.000008
         1458.77        0.934559        0.065441
         1461.00        0.943803        0.056197
         1463.24        0.998558        0.001442
         1465.47        0.926604        0.073396
         1467.70        0.950984        0.049016
         1469.94        0.995294        0.004706
         1472.17        0.920466        0.079534
         1474.41        0.957550        0.042450
         1476.64        0.991040        0.008960
         1478.87        0.915782        0.084218
         1481.11        0.963146        0.036854
         1483.34        0.986483        0.013517
         1485.58        0.912149        0.087851
         1487.81        0.967602        0.032398
         1490.04        0.982136        0.017864
         1492.28        0.909185        0.090815
         1494.51        0.970869        0.029131
         1496.75        0.978356        0.021644
         1498.98        0.906569        0.093431
         1501.21        0.972956        0.027044
         1503.45        0.975383        0.024617
         1505.68        0.904055        0.095945
         1507.92        0.973887        0.026113
         1510.15        0.973375        0.026625
         1512.38        0.901482        0.098518
         1514.62        0.973664        0.026336
         1516.85        0.972434        0.027566
         1519.09        0.898773        0.101227
         1521.32        0.972250        0.027750
         1523.55        0.972620        0.027380
         1525.79        0.895939        0.104061
         1528.02        0.969561        0.030439
         1530.26        0.973951        0.026049
         1532.49        0.893074        0.106926
         1534.72        0.965473        0.034527
         1536.96        0.976400        0.023600
         1539.19        0.890362        0.109638
         1541.43        0.959842        0.040158
         1543.66        0.979864        0.020136
         1545.89        0.888065        0.111935
         1548.13        0.952537        0.047463
         1550.36        0.984141        0.015859
         1552.59        0.886524        0.113476
         1554.83        0.943478        0.056522
         1557.06        0.988886        0.011114
         1559.30        0.886140        0.113860
         1561.53        0.932690        0.067310
         1563.76        0.993582        0.006418
         1566.00        0.887356        0.112644
         1568.23        0.920344        0.079656
         1570.47        0.997515        0.002485
         1572.70        0.890616        0.109384
         1574.93        0.906796        0.093204
         1577.17        0.999785        0.000215
         1579.40        0.896324        0.103676
         1581.64        0.892593        0.107407
         1583.87        0.999368        0.000632
         1586.10        0.904771        0.095229
         1588.34        0.878469        0.121531
         1590.57        0.995240        0.004760
         1592.81        0.916053        0.083947
         1595.04        0.865294        0.134706
         1597.27        0.986561        0.013439
         1599.51        0.929963        0.070037
         1601.74        0.854021        0.145979
         1603.98        0.972885        0.027115
         1606.21        0.945876        0.054124
         1608.44        0.845609        0.154391
         1610.68        0.954334        0.045666
         1612.91        0.962646        0.037354
         1615.15        0.840946        0.159054
         1617.38        0.931675        0.068325
         1619.61        0.978568        0.021432
         1621.85        0.840777        0.159223
         1624.08        0.906241        0.093759
         1626.32        0.991464        0.008536
         1628.55        0.845625        0.154375
         1630.78        0.879735        0.120265
         1633.02        0.998959        0.001041
         1635.25        0.855709        0.144291
         1637.48        0.853964        0.146036
         1639.72        0.998956        0.001044
         1641.95        0.870848        0.129152
         1644.19        0.830590        0.169410
         1646.42        0.990179        0.009821
         1648.65        0.890356        0.109644
         1650.89        0.810952        0.189048
         1653.12        0.972584        0.027416
         1655.36        0.912964        0.087036
         1657.59        0.795968        0.204032
         1659.82        0.947427        0.052573
         1662.06        0.936809        0.063191
         1664.29        0.786112        0.213888
         1666.53        0.916924        0.083076
         1668.76        0.959571        0.040429
         1670.99        0.781421        0.218579
         1673.23        0.883685        0.116315
         1675.46        0.978803        0.021197
         1677.70        0.781515        0.218485
         1679.93        0.850135        0.149865
         1682.16        0.992420        0.007580
         1684.40        0.785621        0.214379
         1686.63        0.818128        0.181872
         1688.87        0.999212        0.000788
         1691.10        0.792598        0.207402
         1693.33        0.788796        0.211204
         1695.57        0.999182        0.000818
         1697.80        0.800971        0.199029
         1700.04        0.762583        0.237417
         1702.27        0.993561        0.006439
         1704.50        0.808986        0.191014
         1706.74        0.739388        0.260612
         1708.97        0.984532        0.015468
         1711.21        0.814666        0.185334
         1713.44        0.718769        0.281231
         1715.67        0.974825        0.025175
         1717.91        0.815833        0.184167
         1720.14        0.700192        0.299808
         1722.38        0.967350        0.032650
         1724.61        0.810098        0.189902
         1726.84        0.683349        0.316651
         1729.08        0.964905        0.035095
         1731.31        0.794841        0.205159
         1733.54        0.668593        0.331407
         1735.78        0.969732        0.030268
         1738.01        0.767417        0.232583
         1740.25        0.657580        0.342420
         1742.48        0.982200        0.017800
         1744.71        0.726009        0.273991
         1746.95        0.654251        0.345749
         1749.18        0.996962        0.003038
         1751.42        0.671540        0.328460
         1753.65        0.666426        0.333574
         1755.88        0.994702        0.005298
         1758.12        0.610309        0.389691
         1760.35        0.708351        0.291649
         1762.59        0.936363        0.063637
         1764.82        0.555938        0.444062
         1767.05        0.802029        0.197971
         1769.29        0.793499        0.206501
         1771.52        0.530769        0.469231
         1773.76        0.948875        0.051125
         1775.99        0.611688        0.388312
         1778.22        0.574429        0.425571
         1780.46        0.967557        0.032443
         1782.69        0.482287        0.517713
         1784.93        0.771526        0.228474
         1787.16        0.661411        0.338589
         1789.39        0.478602        0.521398
         1791.63        0.990577        0.009423
         1793.86        0.426121        0.573879
         1796.10        0.767731        0.232269
         1798.33        0.530099        0.469901
         1800.56        0.480223        0.519777
         1802.80        0.770361        0.229639
         1805.03        0.363358        0.636642
         1807.27        0.980367        0.019633
         1809.50        0.319237        0.680763
         1811.73        0.978387        0.021613
         1813.97        0.291502        0.708498
         1816.20        0.949440        0.050560
         1818.43        0.255037        0.744963
         1820.67        0.999288        0.000712
         1822.90        0.223221        0.776779
         1825.14        0.583485        0.416515
         1827.37        0.297256        0.702744
         1829.60        0.175667        0.824333
         1831.84        0.747902        0.252098
         1834.07        0.304825        0.695175
         1836.31        0.109304        0.890696
         1838.54        0.071749        0.928251
         1840.77        0.059607        0.940393
         1843.01        0.080921        0.919079
         1845.24        0.000001        0.999999
         1847.48        0.000000        1.000000
         1849.71        0.000000        1.000000
         1851.94        0.000000        1.000000
         1854.18        0.000000        1.000000
         1856.41        0.000000        1.000000
         1858.65        0.000000        1.000000
         1860.88        0.000000        1.000000
         1863.11        0.000000        1.000000
         1865.35        0.000000        1.000000
         1867.58        0.000000        1.000000
         1869.82        0.000000        1.000000
         1872.05        0.000000        1.000000
         1874.28        0.000000        1.000000
         1876.52        0.000000        1.000000
         1878.75        0.000000        1.000000
         1880.99        0.000000        1.000000
         1883.22        0.000000        1.000000
         1885.45        0.000000        1.000000
         1887.69        0.000000        1.000000
         1889.92        0.000000        1.000000
         1892.16        0.000000        1.000000
         1894.39        0.000000        1.000000
         1896.62        0.000000        1.000000
         1898.86        0.000000        1.000000
         1901.09        0.000000        1.000000
         1903.32        0.000000        1.000000
         1905.56        0.000000        1.000000
         1907.79        0.000000        1.000000
         1910.03        0.000000        1.000000
         1912.26        0.000000        1.000000
         1914.49        0.000000        1.000000
