,Parameter,Parameter Value,Scenario,Model,Ticker,Weight
2477,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,UNP,0.018053896754415922
2478,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,ADI,0.015008707639458232
2479,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,TMUS,0.022928281065205516
2480,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,MMM,0.02163033921714158
2481,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,ADBE,0.024943826415417675
2482,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,AXP,0.012199320291734823
2483,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,BA,0.008954878392627492
2484,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,CVX,0.013598308874144649
2485,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,CSCO,0.019523187035184752
2486,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,DD,0.0142509503165909
2487,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,XOM,0.012863434778466949
2488,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,FDX,0.014737623365755955
2489,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,GS,0.014973776858124222
2490,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,GM,0.01242991459508039
2491,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,HAS,0.019985986531873595
2492,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,JBL,0.011400970721071229
2493,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,KMB,0.056790263524080044
2494,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,KLAC,0.012775877279302916
2495,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,LOW,0.023169380326886896
2496,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,MKC,0.037240117028611255
2497,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,NEM,0.03666615987997123
2498,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,OLN,0.009481299809441656
2499,Monte Carlo Simulations,5000.0,Monte Carlo Simulations=5000,Risk-Parity,PH,0.012902844975215384
2500,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),PPG,0.09793396790293253
2501,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),DELL,0.12043812079169251
2502,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),QCOM,0.013808388178345019
2503,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),AMAT,0.03130184936147195
2504,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),MRK,0.012006359208828997
2505,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),AME,5.3620465659333526e-05
2506,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),PG,0.019780749981824126
2507,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),CL,0.0013910721234982716
2508,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),V,0.02939737826009112
2509,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),MA,0.011278788008326048
2510,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),MU,0.024053886774058356
2511,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),T,0.028303700268505105
2512,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),JPM,0.01729764359393517
2513,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),JNJ,0.0007894275347382215
2514,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),INTC,0.004783197387935479
2515,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),GE,0.011209344678256603
2516,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),MS,0.006322975800402489
2517,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),RTX,0.007982241246527431
2518,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),TXN,0.03695324088895369
2519,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),IBM,0.006685160756396331
2520,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),SPGI,0.030117457718231756
2521,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),LMT,0.0011055812811643301
2522,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),ADP,0.02417232021403687
2523,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),COF,0.011585119076693478
2524,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),WDC,0.003710927007800679
2525,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),ABT,0.015126906222119766
2526,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),GILD,0.004044080473256699
2527,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),UNP,0.011019676434964484
2528,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),ADI,0.0019074112262313812
2529,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),TMUS,0.004569280534494871
2530,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),MMM,0.0003856427358022111
2531,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),ADBE,0.012814304137841502
2532,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),AXP,0.015489429092305166
2533,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),BA,0.004639536251099244
2534,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),CVX,0.0028063496362366828
2535,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),CSCO,0.010078926643612453
2536,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),DD,0.008112146492630975
2537,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),XOM,0.0029811619414676902
2538,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),FDX,0.035810252904393325
2539,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),GS,0.030009347816775712
2540,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),GM,0.08106293645418537
2541,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),HAS,0.029843719216715848
2542,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),JBL,0.006355295313899378
2543,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),KMB,0.019601426747478556
2544,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),KLAC,0.019728983018253456
2545,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),LOW,0.005575063584810186
2546,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),MKC,0.006982838507688871
2547,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),NEM,0.009791101485250125
2548,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),OLN,0.05890377452248923
2549,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Simulated (Max Sharpe Ratio),PH,0.049897890095690775
2550,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,PPG,0.02
2551,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,DELL,0.02
2552,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,QCOM,0.02
2553,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,AMAT,0.02
2554,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,MRK,0.02
2555,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,AME,0.02
2556,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,PG,0.02
2557,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,CL,0.02
2558,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,V,0.02
2559,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,MA,0.02
2560,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,MU,0.02
2561,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,T,0.02
2562,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,JPM,0.02
2563,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,JNJ,0.02
2564,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,INTC,0.02
2565,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,GE,0.02
2566,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,MS,0.02
2567,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,RTX,0.02
2568,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,TXN,0.02
2569,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,IBM,0.02
2570,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,SPGI,0.02
2571,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,LMT,0.02
2572,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,ADP,0.02
2573,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,COF,0.02
2574,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,WDC,0.02
2575,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,ABT,0.02
2576,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,GILD,0.02
2577,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,UNP,0.02
2578,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,ADI,0.02
2579,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,TMUS,0.02
2580,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,MMM,0.02
2581,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,ADBE,0.02
2582,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,AXP,0.02
2583,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,BA,0.02
2584,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,CVX,0.02
2585,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,CSCO,0.02
2586,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,DD,0.02
2587,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,XOM,0.02
2588,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,FDX,0.02
2589,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,GS,0.02
2590,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,GM,0.02
2591,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,HAS,0.02
2592,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,JBL,0.02
2593,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,KMB,0.02
2594,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,KLAC,0.02
2595,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,LOW,0.02
2596,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,MKC,0.02
2597,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,NEM,0.02
2598,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,OLN,0.02
2599,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Equal-Weight,PH,0.02
2600,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,PPG,0.0
2601,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,DELL,0.3
2602,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,QCOM,0.0
2603,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,AMAT,0.16571
2604,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,MRK,0.0
2605,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,AME,0.0
2606,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,PG,0.0
2607,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,CL,0.0
2608,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,V,0.0
2609,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,MA,0.0
2610,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,MU,0.0
2611,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,T,0.0
2612,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,JPM,0.0
2613,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,JNJ,0.0
2614,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,INTC,0.0
2615,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,GE,0.0
2616,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,MS,0.02795
2617,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,RTX,0.0
2618,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,TXN,0.0
2619,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,IBM,0.0
2620,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,SPGI,0.0
2621,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,LMT,0.0
2622,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,ADP,0.0
2623,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,COF,0.0
2624,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,WDC,0.0
2625,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,ABT,0.0
2626,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,GILD,0.0
2627,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,UNP,0.0
2628,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,ADI,0.0
2629,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,TMUS,0.0
2630,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,MMM,0.0
2631,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,ADBE,0.0
2632,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,AXP,0.0
2633,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,BA,0.0
2634,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,CVX,0.0
2635,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,CSCO,0.0
2636,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,DD,0.0
2637,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,XOM,0.0
2638,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,FDX,0.08911
2639,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,GS,0.0
2640,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,GM,0.16398
2641,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,HAS,0.0
2642,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,JBL,0.0
2643,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,KMB,0.0
2644,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,KLAC,0.0
2645,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,LOW,0.21878
2646,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,MKC,0.0
2647,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,NEM,0.0
2648,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,OLN,0.03447
2649,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Markowitz,PH,0.0
2650,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,PPG,0.0
2651,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,DELL,0.03340933181336373
2652,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,QCOM,0.021599568008639825
2653,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,AMAT,0.0
2654,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,MRK,0.020189596208075835
2655,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,AME,0.0
2656,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,PG,0.0
2657,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,CL,0.0
2658,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,V,0.1594868102637947
2659,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,MA,0.09093818123637526
2660,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,MU,0.05113897722045558
2661,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,T,0.0
2662,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,JPM,0.0
2663,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,JNJ,0.0
2664,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,INTC,0.01703965920681586
2665,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,GE,0.1569568608627827
2666,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,MS,0.0
2667,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,RTX,0.0
2668,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,TXN,0.0
2669,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,IBM,0.0
2670,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,SPGI,0.0738785224295514
2671,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,LMT,0.0
2672,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,ADP,0.0
2673,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,COF,0.0
2674,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,WDC,0.0
2675,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,ABT,0.005729885402291953
2676,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,GILD,0.01613967720645587
2677,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,UNP,0.0
2678,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,ADI,0.0
2679,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,TMUS,0.04048919021619567
2680,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,MMM,0.0
2681,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,ADBE,0.11805763884722303
2682,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,AXP,0.0
2683,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,BA,0.005129897402051958
2684,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,CVX,0.0
2685,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,CSCO,0.0
2686,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,DD,0.0
2687,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,XOM,0.0
2688,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,FDX,0.0
2689,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,GS,0.0
2690,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,GM,0.0
2691,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,HAS,0.0
2692,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,JBL,0.0
2693,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,KMB,0.08009839803203936
2694,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,KLAC,0.0
2695,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,LOW,0.020449591008179835
2696,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,MKC,0.04234915301693965
2697,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,NEM,0.04691906161876762
2698,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,OLN,0.0
2699,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Black-Litterman,PH,0.0
2700,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,PPG,0.015865521817698673
2701,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,DELL,0.01840907479015111
2702,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,QCOM,0.015482686772706986
2703,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,AMAT,0.012009051503759888
2704,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,MRK,0.03211406332843486
2705,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,AME,0.016980319601065136
2706,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,PG,0.037799592416640715
2707,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,CL,0.04331300692031018
2708,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,V,0.01866977846607881
2709,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,MA,0.0155048458123099
2710,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,MU,0.011900750244455534
2711,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,T,0.025515401928349512
2712,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,JPM,0.015151701254201606
2713,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,JNJ,0.0349923384524694
2714,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,INTC,0.01667566084970474
2715,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,GE,0.01282955436701264
2716,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,MS,0.013769813463829573
2717,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,RTX,0.012602804537171353
2718,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,TXN,0.016018447168711415
2719,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,IBM,0.01728273155474373
2720,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,SPGI,0.023684232907650097
2721,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,LMT,0.025209213560091724
2722,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,ADP,0.019609801570974927
2723,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,COF,0.010756173398914295
2724,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,WDC,0.011470445936297041
2725,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,ABT,0.02836753115488068
2726,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,GILD,0.031506110545582104
2727,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,UNP,0.018053896754415922
2728,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,ADI,0.015008707639458232
2729,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,TMUS,0.022928281065205516
2730,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,MMM,0.02163033921714158
2731,Monte Carlo Simulations,10000.0,Monte Carlo Simulations=10000,Risk-Parity,ADBE,0.024943826415417675
