,Minimum Return,Maximum Return,Minimum Volatility,Maximum Volatility,Minimum Sharpe Ratio,Maximum Sharpe Ratio
0,0.09695636788580039,0.20489938057379203,0.13079346705307804,0.277104676738584,0.35901156949027707,0.7317806733898728
