,Model,Ticker,Mean Weight,Average Active Weight,Annualized Asset Return,Annualized Contribution,Total Arithmetic Contribution,Contribution Share of Arithmetic Gross Return,Positive Contribution Days,Negative Contribution Days,Contribution Volatility
180,Risk-Parity,MKC,0.02762255098380534,0.02762255098380534,-0.046786929175181825,-0.002264821461933714,-0.012762089190261406,-0.013887238337125494,717,695,0.007061551488507607
181,Risk-Parity,MMM,0.017589891064295964,0.017589891064295964,0.10460356629902513,0.0007822280760212861,0.004407793126786613,0.004796399145928198,719,694,0.004685270126910014
182,Risk-Parity,MRK,0.03591385941513681,0.03591385941513681,0.17499249023481908,0.005870252901992548,0.033078409209640544,0.03599471416151699,736,676,0.008366742953715442
183,Risk-Parity,MS,0.014223448550927262,0.014223448550927262,0.27419798112601446,0.0034987116195273095,0.01971496230051103,0.021453100365695893,760,657,0.003990520157470049
184,Risk-Parity,MU,0.013914391863745424,0.013914391863745424,0.6097030032572496,0.008549674271175967,0.048176735972499496,0.052424160713859094,742,678,0.00899022913863343
185,Risk-Parity,NEM,0.02614164263917045,0.02614164263917045,0.22276446057833088,0.003310547234991148,0.01865467092733107,0.020299330102329902,724,690,0.009759821215251773
186,Risk-Parity,OLN,0.011721093794791962,0.011721093794791962,0.06795161065829264,0.0015870153268423206,0.008942705413159108,0.009731124708485058,698,720,0.005647966735276875
187,Risk-Parity,PG,0.03273126910840312,0.03273126910840312,0.051079331206517094,0.00100153042496625,0.005643544458143154,0.006141098513572792,754,662,0.006081686752192578
188,Risk-Parity,PH,0.013890773192619376,0.013890773192619376,0.28471362433957287,0.0038372494768796057,0.021622596258607303,0.023528917815419763,750,670,0.003876638289404767
189,Risk-Parity,PPG,0.015031207651964206,0.015031207651964206,0.017964673846852946,0.00021311079944176054,0.0012008624412988094,0.0013067345544916498,729,687,0.0041838734712669155
190,Risk-Parity,QCOM,0.012752622228780427,0.012752622228780427,0.12992604983380615,0.001045419341560896,0.005890855019906636,0.006410212814789137,737,683,0.005285970306083839
191,Risk-Parity,RTX,0.02255705063480766,0.02255705063480766,0.24860670863687082,0.005749738583008951,0.03239932058679647,0.03525575477823181,746,664,0.005609278567823177
192,Risk-Parity,SPGI,0.018145063578340337,0.018145063578340337,0.0968458861309993,0.0014616090048788742,0.008236050741777783,0.008962168960157888,760,658,0.004505080446972336
193,Risk-Parity,T,0.028964953389779047,0.028964953389779047,0.12173191853010604,0.003094554484628115,0.017437568921317155,0.01897492424791802,733,668,0.0072504650424814535
194,Risk-Parity,TMUS,0.028120697053084332,0.028120697053084332,0.09526369921452024,0.00243408626193609,0.013715882904560505,0.014925121746139065,735,683,0.0072166956937365
195,Risk-Parity,TXN,0.014735095976318486,0.014735095976318486,0.16673537219370843,0.0021169712724519456,0.011928965106673663,0.012980663203485851,724,693,0.004829772501681714
196,Risk-Parity,UNP,0.01821782311431771,0.01821782311431771,0.118057806495451,0.0021302737736583624,0.012003923645217757,0.013062230341486956,739,680,0.00422614047921071
197,Risk-Parity,V,0.01921062772124429,0.01921062772124429,0.1319124624963826,0.002349500492016504,0.013239248804219981,0.0144064659639744,752,667,0.004270670429392864
198,Risk-Parity,WDC,0.015115993715761951,0.015115993715761951,0.5669313480694387,0.010037000227650751,0.056557699695492326,0.06154401867605063,750,668,0.010268185997689954
199,Risk-Parity,XOM,0.024234785298702502,0.024234785298702502,0.31709764675706065,0.006477382137368481,0.03649953426612398,0.03971745722749961,762,655,0.006678669448355521
200,Simulated (Max Sharpe Ratio),ABT,0.026973566754404047,0.026973566754404047,0.047634863094408,-0.0024835088273959974,-0.013994375138501255,-0.010449888246464421,724,694,0.009630980416116527
201,Simulated (Max Sharpe Ratio),ADBE,0.017568626549820717,0.017568626549820717,-0.022546846405223857,0.0014254597996988876,0.008032352839573096,0.005997923358420087,720,698,0.00898037816667706
202,Simulated (Max Sharpe Ratio),ADI,0.01693827410121851,0.01693827410121851,0.23314478332260657,0.003475229573117712,0.019582642832647424,0.014622762870533485,746,673,0.005662201021050698
203,Simulated (Max Sharpe Ratio),ADP,0.010999691220942586,0.010999691220942586,0.13983873500759025,0.0013597270362943432,0.007661953934674473,0.005721338864686275,744,674,0.002743891203015285
204,Simulated (Max Sharpe Ratio),AMAT,0.026470167468258445,0.026470167468258445,0.4136165172681757,0.01010040760782355,0.056914995250434294,0.04249959959118173,745,675,0.013704187039472555
205,Simulated (Max Sharpe Ratio),AME,0.02019953445965296,0.02019953445965296,0.151775427366502,0.0028999563218749637,0.01634102371850178,0.012202179089895114,745,669,0.005550880184342518
206,Simulated (Max Sharpe Ratio),AXP,0.01336103088262849,0.01336103088262849,0.23730633078679256,0.003456270462538676,0.019475809749225872,0.014542988406026741,747,672,0.004949187032786413
207,Simulated (Max Sharpe Ratio),BA,0.014466244209959355,0.014466244209959355,0.07108335578606524,0.0010050518087561413,0.005663387176324288,0.004228967889121961,702,716,0.005779583495890289
208,Simulated (Max Sharpe Ratio),CL,0.013638714199384587,0.013638714199384587,0.052686715243476345,0.0013995346694086462,0.007886266787937609,0.005888837893806655,733,677,0.0038123486045090957
209,Simulated (Max Sharpe Ratio),COF,0.011556841613248074,0.011556841613248074,0.2178132054219024,0.003454554350767763,0.019466139595596125,0.014535767503074169,743,672,0.005350867593450675
210,Simulated (Max Sharpe Ratio),CSCO,0.023237876324434626,0.023237876324434626,0.22233828767371724,0.0028887794541640503,0.016278042956003776,0.01215515005692525,752,658,0.006360910377392111
211,Simulated (Max Sharpe Ratio),CVX,0.013373374528287334,0.013373374528287334,0.23263608171315198,0.0026102894138866823,0.014708773681424956,0.010983344357445107,782,638,0.004012998110463983
212,Simulated (Max Sharpe Ratio),DD,0.011015112298649758,0.011015112298649758,0.13927896765313355,0.0013388999054991559,0.007544594705590482,0.0056337043103398725,710,704,0.004230548874350931
213,Simulated (Max Sharpe Ratio),DELL,0.04283157804054871,0.04283157804054871,0.5879717655475661,0.020117211100452122,0.11335888794699213,0.0846474171991087,732,686,0.03592385028013268
214,Simulated (Max Sharpe Ratio),FDX,0.017085239779072572,0.017085239779072572,0.1549556930763913,0.002157795173564951,0.012159004549453298,0.00907937921290047,730,687,0.005896500641140822
215,Simulated (Max Sharpe Ratio),GE,0.05311803392641084,0.05311803392641084,0.38466942105356566,0.028777793935030927,0.16216058487199966,0.12108864976983792,776,636,0.02374360135135615
216,Simulated (Max Sharpe Ratio),GILD,0.004569048641324633,0.004569048641324633,0.22329031147715028,0.0011491186802879215,0.006475192563527177,0.004835159697629997,737,675,0.001660826091836689
217,Simulated (Max Sharpe Ratio),GM,0.012657590414932505,0.012657590414932505,0.208995769391716,0.00444925270290869,0.025071185865596587,0.01872117103542795,741,674,0.005761177066654073
218,Simulated (Max Sharpe Ratio),GS,0.0037547543755459185,0.0037547543755459185,0.30299292213926804,0.001355879517055183,0.007640273469120475,0.0057051496143676024,752,668,0.001349012539382584
219,Simulated (Max Sharpe Ratio),HAS,0.010442396285942351,0.010442396285942351,0.0948928888502429,0.0015444515902927622,0.008702862135776677,0.006498606464610802,720,693,0.003507303927464725
220,Simulated (Max Sharpe Ratio),IBM,0.024878719987894947,0.024878719987894947,0.20545621671766792,0.0035777727841774377,0.020160465688618897,0.015054235102154787,771,648,0.009364615658057936
221,Simulated (Max Sharpe Ratio),INTC,0.015408521738323747,0.015408521738323747,0.25917913036650897,-0.005812585499412981,-0.03275345797288267,-0.024457681898225062,700,711,0.011755500227052856
222,Simulated (Max Sharpe Ratio),JBL,0.02223747033021654,0.02223747033021654,0.4272494984044325,0.009940584071669466,0.05601440230861366,0.0418271082863225,765,652,0.011015938132118947
223,Simulated (Max Sharpe Ratio),JNJ,0.023053769831826377,0.023053769831826377,0.1369238378565616,0.002956178906539377,0.016657833520975853,0.012438747496735257,738,679,0.006019779270109747
224,Simulated (Max Sharpe Ratio),JPM,0.026641086709341878,0.026641086709341878,0.2391850869269287,0.006172809847513277,0.034783293585193865,0.025973401971284168,767,652,0.01008585442114511
225,Simulated (Max Sharpe Ratio),KLAC,0.009017884007143573,0.009017884007143573,0.45539385410487315,0.003732203500127417,0.021030670516591,0.015704034976307377,759,661,0.0073093023968788685
226,Simulated (Max Sharpe Ratio),KMB,0.009617545500888244,0.009617545500888244,0.020411268349495856,0.0005216954776685258,0.0029397126122591532,0.0021951439754044,732,687,0.002535871928461348
227,Simulated (Max Sharpe Ratio),LMT,0.03432560165143829,0.03432560165143829,0.14011433378481936,0.0036437786578225116,0.020532403548047487,0.015331968764943693,746,672,0.010402711036212878
228,Simulated (Max Sharpe Ratio),LOW,0.01785279341652275,0.01785279341652275,0.09683115317230437,-0.0031671045762941756,-0.017846382929911624,-0.013326261828447698,741,676,0.010776847510994576
229,Simulated (Max Sharpe Ratio),MA,0.01722900024456759,0.01722900024456759,0.12683823787898235,0.0026949371897963662,0.01518575718059857,0.011339517763720226,745,675,0.003993780514368506
230,Simulated (Max Sharpe Ratio),MKC,0.020016301044375826,0.020016301044375826,-0.046786929175181825,-0.001087900697057628,-0.00613023408659457,-0.004577572095615608,717,695,0.005523016188783287
231,Simulated (Max Sharpe Ratio),MMM,0.015000882050632654,0.015000882050632654,0.10460356629902513,0.0024315807377943027,0.013701764474872659,0.010231389835182722,719,694,0.004971964152363211
232,Simulated (Max Sharpe Ratio),MRK,0.019088925104619632,0.019088925104619632,0.17499249023481908,0.0016347493408625858,0.009211682793749492,0.006878553333312355,736,676,0.005596694690814998
233,Simulated (Max Sharpe Ratio),MS,0.012343305845469723,0.012343305845469723,0.27419798112601446,0.0016854097220733108,0.009497150021206751,0.007091717593626437,760,657,0.005385050070277019
234,Simulated (Max Sharpe Ratio),MU,0.01210511292375484,0.01210511292375484,0.6097030032572496,0.009200702045564405,0.051845225812307355,0.0387138982976661,742,678,0.011964008089033083
235,Simulated (Max Sharpe Ratio),NEM,0.015256625029541341,0.015256625029541341,0.22276446057833088,0.0045470729218396065,0.025622395035762864,0.01913277027952831,724,690,0.0073724016413654475
236,Simulated (Max Sharpe Ratio),OLN,0.019773026034084734,0.019773026034084734,0.06795161065829264,-0.0008676920937748925,-0.004889376083969632,-0.0036509978592649344,698,720,0.014798899366619774
237,Simulated (Max Sharpe Ratio),PG,0.01565806892666631,0.01565806892666631,0.051079331206517094,0.0011103879591193727,0.006256948023609163,0.004672192003111802,754,662,0.003548958323764028
238,Simulated (Max Sharpe Ratio),PH,0.01706926121077089,0.01706926121077089,0.28471362433957287,0.004783454134183926,0.02695438440690942,0.02012739418636254,750,670,0.005462149990949629
239,Simulated (Max Sharpe Ratio),PPG,0.014413307361569752,0.014413307361569752,0.017964673846852946,0.0017005114053826886,0.009582246808108801,0.007155261117682264,729,687,0.005675628051750252
240,Simulated (Max Sharpe Ratio),QCOM,0.04510949651680594,0.04510949651680594,0.12992604983380615,0.010771951986869931,0.0606990945291877,0.045325264487623446,737,683,0.027256316246337252
241,Simulated (Max Sharpe Ratio),RTX,0.04624623861681625,0.04624623861681625,0.24860670863687082,0.0154012106547403,0.08678459972115567,0.0648038486623954,746,664,0.017308583925106914
242,Simulated (Max Sharpe Ratio),SPGI,0.01564602378526755,0.01564602378526755,0.0968458861309993,-0.0013872096339510528,-0.007816816191311488,-0.00583697770239328,760,658,0.00604033172182569
243,Simulated (Max Sharpe Ratio),T,0.010105808086312552,0.010105808086312552,0.12173191853010604,0.0008627636876430858,0.0048616049065602455,0.0036302605489149766,733,668,0.0032246931122031893
244,Simulated (Max Sharpe Ratio),TMUS,0.038073206977149866,0.038073206977149866,0.09526369921452024,0.003297263262093424,0.01857981679433596,0.013873932006183672,735,683,0.009646347267357327
245,Simulated (Max Sharpe Ratio),TXN,0.007882369607997207,0.007882369607997207,0.16673537219370843,0.0010501481039323379,0.00591750122057111,0.004418720081553241,724,693,0.002787990127507316
246,Simulated (Max Sharpe Ratio),UNP,0.011459749156889963,0.011459749156889963,0.118057806495451,0.0016714624902268997,0.009418558476675387,0.007033031668078371,739,680,0.002955238872599829
247,Simulated (Max Sharpe Ratio),V,0.006654812769276177,0.006654812769276177,0.1319124624963826,0.0004942955032951763,0.00278531593126647,0.0020798527926234197,752,667,0.0022367253734364677
248,Simulated (Max Sharpe Ratio),WDC,0.0451998176885079,0.0451998176885079,0.5669313480694387,0.05431655879212576,0.3060694979556293,0.2285484001703225,750,668,0.09098315750372468
249,Simulated (Max Sharpe Ratio),XOM,0.048377571770659926,0.048377571770659926,0.31709764675706065,0.009299743712891889,0.05240331774724795,0.03913063704403122,762,655,0.01906306812689722
