Ticker,PPG,DELL,QCOM,AMAT,MRK,AME,PG,CL,V,MA,MU,T,JPM,JNJ,INTC,GE,MS,RTX,TXN,IBM,SPGI,LMT,ADP,COF,WDC,ABT,GILD,UNP,ADI,TMUS,MMM,ADBE,AXP,BA,CVX,CSCO,DD,XOM,FDX,GS,GM,HAS,JBL,KMB,KLAC,LOW,MKC,NEM,OLN,PH
PPG,0.0784093650101678,0.014482398214234467,0.044007126342843275,0.05075125889278486,0.025421018378981284,0.042868516700780915,0.021568889857231075,0.021699383842621177,0.02955755395769947,0.034974483733432114,0.05625355096974667,0.027376795037230672,0.05584160065648743,0.02043177905659874,0.04477123115528955,0.047393356080650574,0.06665124153004055,0.044231531849855364,0.044848622850853795,0.03184859741794458,0.04204244249792795,0.022890793319135003,0.03405893838360748,0.06472675094467845,0.05301265307443137,0.02428602072643537,0.027680152574729413,0.04346292756656748,0.047165123193984984,0.02712609715293802,0.04022050975230204,0.04399955220660846,0.055632791853331066,0.047486558969520205,0.03757681484615867,0.040787790188133076,0.06516543711357865,0.034774869860055214,0.04714613414347389,0.05084237036304444,0.027871722756608083,0.03792676846805579,0.05660856201421424,0.02208267760229923,0.050102664532855404,0.045502833397563135,0.022124704279999158,0.018491149902306245,0.06623031978544529,0.057884715762631926
DELL,0.014482398214234467,0.060409471858392454,0.0235637018837553,0.03139782592732353,0.005559110118665776,0.014828767413825092,0.004144652438600312,0.0031016506601300622,0.014213406920714862,0.01591822551783811,0.034183812848504254,0.005587797821222503,0.015713555878627376,0.003393753815472286,0.02322416038517885,0.01852636794260434,0.019536113652762806,0.013298274984665976,0.020013230988618548,0.012816822948497042,0.013776726262266645,0.00547840723953463,0.011832173890316211,0.02221423059567749,0.03405156927361792,0.007993549131044254,0.0057802165639972754,0.01252543794709353,0.022054788231874355,0.008933639687208788,0.012543252701687933,0.018494455289311103,0.019709086473162718,0.021287546693393916,0.013904042530902078,0.016128236010639542,0.017710574261463465,0.011405528244312369,0.01713226239481036,0.01766899510073424,0.019779766336758865,0.015623712825778485,0.025470113724641356,0.003620384594072166,0.02976802450687667,0.014432532971791262,0.0037089807327100603,0.006158212086972746,0.020314022005090845,0.02205081728726245
QCOM,0.044007126342843275,0.0235637018837553,0.17604717202116962,0.1036614791193922,0.022445807198692314,0.044208577795120475,0.017470776077536814,0.018381211970865046,0.029345397481110484,0.035698740776088075,0.100587399734423,0.02962618108244615,0.05772100222731885,0.01704984685196579,0.08269868489069422,0.05138298277089058,0.07553227294986624,0.040419029143799454,0.08385164574868302,0.04477375067903583,0.04047427070291028,0.018245233396560055,0.03760929481452774,0.06774751082869157,0.08096957022574965,0.022990914434936498,0.04421158047341607,0.038920594293412956,0.09119659502517567,0.028965923882270612,0.03605424232029228,0.08124839826339947,0.05750483277707294,0.047300678893969626,0.03341043825611567,0.07654628531992173,0.049802227401828575,0.032059621722733446,0.04805883851965845,0.06210914794366877,0.026928755069921737,0.03637908696479357,0.0925632036982364,0.015302345512864537,0.10167509731664437,0.0461658524702469,0.017663851159403655,0.013991300376413772,0.05869385902346406,0.05574187735790373
AMAT,0.05075125889278486,0.03139782592732353,0.1036614791193922,0.19256230571122385,0.023925422643215503,0.053160629416435325,0.017073828640938916,0.015385361387664427,0.03519485612688635,0.042067155510625315,0.15216406572765195,0.02815275401808109,0.06995650681124886,0.01756850414331749,0.11111974242211903,0.058171916476781715,0.09077958334254761,0.046538508579730214,0.11439283454851552,0.05391634491722076,0.04711905751112972,0.02334074373343529,0.04439942507381232,0.08038979662804482,0.10844909316236685,0.025277978983569736,0.049502376958564735,0.04374912019024212,0.12398320072892846,0.03145592518612146,0.0405486399172747,0.09602161681908276,0.06640995287263306,0.05660334259135201,0.0386866953765624,0.08876245145499838,0.0590360265358252,0.0344051363310565,0.053336489046086684,0.07296249634250228,0.033076276558105154,0.04441175358419958,0.11766055894073117,0.013863155240191388,0.16538017998071355,0.05353469145447469,0.018171141668707817,0.017266538513236458,0.06640290373763037,0.06623082682801572
MRK,0.025421018378981284,0.005559110118665776,0.022445807198692314,0.023925422643215503,0.06944368423780527,0.02369068551441944,0.02017774700097768,0.020066180642593558,0.017523029002016063,0.019911797379938055,0.028522353929372683,0.022547731247139872,0.03151737138354367,0.025681952219304402,0.024564688765176073,0.026500858025741064,0.03895513479643795,0.024078725734388726,0.023208427904504867,0.019353303499120927,0.02748104921684035,0.019011976053209634,0.0240517236219993,0.03413435691413604,0.027150839059710868,0.027962433714568417,0.02774114186484297,0.022535855467111808,0.022800630937926242,0.01696820951672636,0.021424156446375527,0.024972333468477135,0.031154922859455838,0.024245542206932005,0.025733391827550318,0.022382702056815508,0.029409681774635977,0.0246737980931813,0.022415261891125804,0.027216607070547575,0.011011227973217038,0.019149845861185497,0.02638388481263511,0.019826902248446934,0.0227157422818692,0.023551380715081473,0.018469229416158372,0.012286026069222007,0.029876553734110935,0.028656319433802924
AME,0.042868516700780915,0.014828767413825092,0.044208577795120475,0.053160629416435325,0.02369068551441944,0.07716215472492843,0.01779546381699583,0.017968676078029547,0.02896724907692905,0.0350542498467041,0.06293730868649489,0.02618483677124847,0.0511414978666142,0.018096677267095313,0.04473450774644819,0.04211026383993717,0.06624914465815034,0.039875306285745975,0.0460659903315156,0.03134349659772633,0.040835270661762776,0.02463110749281186,0.03144790691962276,0.06007795874412115,0.0577571743571902,0.02191216666855162,0.029667989891200782,0.04029382170856048,0.05081723202729068,0.025946889279526826,0.035047327450639036,0.04471674253057148,0.05131327144088151,0.04487251881256338,0.035217209653510925,0.04097413674968919,0.04866366692479181,0.032235567835909945,0.04210465233981757,0.049115167300231945,0.025259800432730482,0.034857557037764296,0.05617370503405576,0.017584661529704223,0.053382706933093646,0.04020277451507035,0.020137817662747595,0.014425815863565809,0.05554773142141572,0.05478959239997156
PG,0.021568889857231075,0.004144652438600312,0.017470776077536814,0.017073828640938916,0.02017774700097768,0.01779546381699583,0.04317639863851198,0.027910462918821356,0.014375852857755016,0.016606820799763503,0.017355919135104127,0.01950420343269116,0.022682333429187185,0.018457111473791428,0.019482195697354012,0.02043982304279784,0.02692088331295491,0.020651442182637036,0.015297605104923248,0.015521829051527006,0.0213238158815304,0.01692217619702955,0.01963231229500762,0.024951432271484424,0.017262536693307823,0.019649173270125032,0.016235694913284023,0.018332454404477182,0.016090664787685918,0.01497960225774587,0.019956256965461085,0.018182562989898482,0.023880230345564905,0.019195283430288704,0.016416898983925298,0.018388419061524,0.023962305023367672,0.016774834048683747,0.019544975662199853,0.018410739975287638,0.007896585600118215,0.014676683182776344,0.016332527888358244,0.025765809813349888,0.01728716578291446,0.02156485829327376,0.0185241338554136,0.00976510507095011,0.022599293430750032,0.02204098520807662
CL,0.021699383842621177,0.0031016506601300622,0.018381211970865046,0.015385361387664427,0.020066180642593558,0.017968676078029547,0.027910462918821356,0.04595148422825509,0.014700796588487582,0.016631952633696375,0.018182374815698718,0.019104200370669743,0.022442057480115633,0.017777375218466725,0.018173815655761236,0.01950660896943032,0.027891295022106286,0.021639993011485444,0.01449866432113981,0.016475894251023925,0.022200684813985617,0.016438078549069084,0.02029732665939029,0.022884584370615368,0.015832213962233114,0.019425564038806804,0.017214597380904334,0.01858756234956223,0.014462920762298699,0.01568861484533996,0.019545803185662958,0.019145275182341714,0.0234890553420505,0.02037846951468785,0.017220222218970654,0.01836971379014127,0.022237207486141917,0.01711003237187274,0.019706785427708724,0.01938646732461626,0.008195777562772451,0.016444192936182628,0.017625348247130176,0.026007894650885773,0.01672010957134188,0.022022850671475122,0.02004900586519071,0.009108826059824266,0.02223884413649449,0.022187403382227484
V,0.02955755395769947,0.014213406920714862,0.029345397481110484,0.03519485612688635,0.017523029002016063,0.02896724907692905,0.014375852857755016,0.014700796588487582,0.055762451161311864,0.05022129758091011,0.042690020195558086,0.01786170350626401,0.039753211033115715,0.014370468748357136,0.0286380567121279,0.030137993870084107,0.050135208341396446,0.02708684727638444,0.02802589592960591,0.021821601667328067,0.033416594135251845,0.017321473716262595,0.02497495391348012,0.04657924198158919,0.03715197225306019,0.01899767389558164,0.017859186270836738,0.02812437177916738,0.030648285243650757,0.026821966484147888,0.022532556457427466,0.034489476216294924,0.043603237449012636,0.03160607183205062,0.02653088716864228,0.027300839083593226,0.03335107820802758,0.022736791705948563,0.028369141819158714,0.037489327402251846,0.02103720147860039,0.022609029844431597,0.03687351488892444,0.0129703122065051,0.03496291353312509,0.027248727871665605,0.014171947228272086,0.01012494443807005,0.03522507395775595,0.03390936046687239
MA,0.034974483733432114,0.01591822551783811,0.035698740776088075,0.042067155510625315,0.019911797379938055,0.0350542498467041,0.016606820799763503,0.016631952633696375,0.05022129758091011,0.07961079668060456,0.0515684940371729,0.021993143766909314,0.04658961494271642,0.01651738201146304,0.03521825168191386,0.03633818453803861,0.06069791452419754,0.03176416703855628,0.033481481328153484,0.02594732600623047,0.03884207391280459,0.02074328298332884,0.030161939622475376,0.0558344884077474,0.04470690226060459,0.022067615923912664,0.021872873502333166,0.03441021998120226,0.03610553512866307,0.032790904348608686,0.02748309238518454,0.0412989932274109,0.052006224155692705,0.03865520598213298,0.03214007514880708,0.033277663107670455,0.03961989916219858,0.02791387120600424,0.03383921719827364,0.04602322876041234,0.023984884203167255,0.02991450635639035,0.04561751448851748,0.01472604584526963,0.04187323554284743,0.0323099281285342,0.016851515024362912,0.016189147024773656,0.0425235263325845,0.041294811937908835
