,Date,Model,Gross Return,Net Return,Benchmark Return,Portfolio Value,Turnover,Transaction Cost ($),Transaction Cost Rate,Trade,Maximum Weight,HHI,Gross Growth,Net Growth
19,2021-02-02,Black-Litterman,0.022507968475484467,0.02250796847548453,0.014140046085791447,1038813.8979902331,0.0,0.0,0.0,None,0.25069682158173306,0.15310306061670031,1.0398537517419748,1.038813897990233
20,2021-02-03,Black-Litterman,-0.020468380024688648,-0.020468380024688648,0.0007866166971539634,1017551.0603512409,0.0,0.0,0.0,None,0.248064837636444,0.15249618334533557,1.018569629981222,1.0175510603512408
21,2021-02-04,Black-Litterman,0.025253019204547457,0.025253019204547478,0.011365647290181746,1043247.2968198984,0.0,0.0,0.0,None,0.24849977597154405,0.15298031684649255,1.0442915884083066,1.0432472968198983
22,2021-02-05,Black-Litterman,-0.004947761418649169,-0.004947761418649166,0.003936123333396324,1038085.5580945829,0.0,0.0,0.0,None,0.2492743565652361,0.15316112126651088,1.0391246827773601,1.0380855580945827
23,2021-02-08,Black-Litterman,0.019519647675102496,0.019519647675102503,0.007221714309449956,1058348.6224452013,0.0,0.0,0.0,None,0.2532749064417474,0.15382064462508843,1.0594080304756768,1.058348622445201
24,2021-02-09,Black-Litterman,-0.0037584514270422465,-0.003758451427042231,-0.0006658902996228289,1054370.870554864,0.0,0.0,0.0,None,0.2521423957437319,0.153541144081127,1.0554262968517154,1.0543708705548636
25,2021-02-10,Black-Litterman,-0.004290171867718346,-0.004290171867718295,-0.00043557627322055037,1049847.4383078679,0.0,0.0,0.0,None,0.2502807072971635,0.15299600433597624,1.0508983366445122,1.0498474383078675
26,2021-02-11,Black-Litterman,0.03852696575940574,0.03852696575940584,0.0016151654685205852,1090294.874616155,0.0,0.0,0.0,None,0.2530822555776296,0.15402267875611442,1.0913862608770317,1.0902948746161547
27,2021-02-12,Black-Litterman,0.010859696305144769,0.010859696305144828,0.004939634955576366,1102135.1458375424,0.0,0.0,0.0,None,0.2547927983923441,0.15433358096420086,1.103238384221764,1.1021351458375421
28,2021-02-16,Black-Litterman,0.0014705219730545972,0.0014705219730546393,-0.0008660171956227369,1103755.8597867722,0.0,0.0,0.0,None,0.25363814612302943,0.15410333191143377,1.1048607205072793,1.103755859786772
29,2021-02-17,Black-Litterman,-0.014182767012431326,-0.014182767012431374,0.00022921677816545305,1088101.5475888106,0.0,0.0,0.0,None,0.25233149399173577,0.15359136893825123,1.0891907383271375,1.0881015475888103
30,2021-02-18,Black-Litterman,0.004520323867825004,0.004520323867825082,-0.004255536565559992,1093020.1189849938,0.0,0.0,0.0,None,0.2584647392184064,0.15531387111720205,1.0941142332182117,1.0930201189849933
31,2021-02-19,Black-Litterman,0.006344509862982113,0.006344509862982184,-0.0017662009847052573,1099954.7959103321,0.0,0.0,0.0,None,0.26385516376555235,0.1562610928457964,1.1010558517620939,1.0999547959103315
32,2021-02-22,Black-Litterman,-0.02273236579771111,-0.022732365797711096,-0.007691516243342744,1074950.2211287518,0.0,0.0,0.0,None,0.2561012833228787,0.1536935986944413,1.0760262473761275,1.0749502211287512
33,2021-02-23,Black-Litterman,0.010926922023553259,0.010926922023553276,0.0012144239014519886,1086696.118374227,0.0,0.0,0.0,None,0.25905872503264143,0.15484626252395073,1.087783902276503,1.0866961183742263
34,2021-02-24,Black-Litterman,0.03636650725737953,0.036366507257379554,0.011019015279991828,1126215.4606496496,0.0,0.0,0.0,None,0.26212233547693076,0.15557756608379839,1.1273428034531021,1.1262154606496488
35,2021-02-25,Black-Litterman,-0.042431781396521324,-0.04243178139652137,-0.02409587714002781,1078428.132417981,0.0,0.0,0.0,None,0.26071935953377395,0.15488833574838273,1.0795076400580386,1.0784281324179803
36,2021-02-26,Black-Litterman,0.013436052526068937,0.013436052526068831,-0.00515252156698065,1092917.9494507394,0.0,0.0,0.0,None,0.26721809806133,0.15689104951644517,1.094011961412151,1.0929179494507386
37,2021-03-01,Black-Litterman,0.03055888050692546,0.030558880506925457,0.024240374540547283,1126316.2984718785,0.0,0.0,0.0,None,0.2684445728082454,0.15724780721677892,1.1274437422140922,1.1263162984718778
38,2021-03-02,Black-Litterman,-0.02285274499144192,-0.022852744991441964,-0.0078034072521795395,1100576.879323196,0.0,0.0,0.0,None,0.2640828962400098,0.15570422182166566,1.1016785578810764,1.1005768793231951
39,2021-03-03,Black-Litterman,-0.01768625959011375,-0.017686259590113718,-0.013245339996235006,1081111.7909366086,0.0,0.0,0.0,None,0.26299397559183496,0.15510630227970826,1.0821939849215296,1.081111790936608
40,2021-03-04,Black-Litterman,-0.034502424984389865,-0.03450242498438982,-0.012374988830498701,1043810.8124700789,0.0,0.0,0.0,None,0.25778064667668393,0.15350365647682873,1.0448556681382166,1.0438108124700782
41,2021-03-05,Black-Litterman,0.03091013690201855,0.030910136902018603,0.018396569149567332,1076075.1475833363,0.0,0.0,0.0,None,0.263691264055058,0.15482639742554302,1.077152299883219,1.0760751475833357
42,2021-03-08,Black-Litterman,-0.02434772317494418,-0.024347723174944158,-0.004978709365077938,1049875.1677745401,0.0,0.0,0.0,None,0.25847981507225365,0.1530591012523545,1.050926093868408,1.0498751677745395
43,2021-03-09,Black-Litterman,0.03523197941770853,0.0352319794177085,0.014277290006387666,1086864.348076736,0.0,0.0,0.0,None,0.26215979890320834,0.15414093679501606,1.0879523003771125,1.0868643480767353
44,2021-03-10,Black-Litterman,-0.015553996274061115,-0.015553996274060955,0.006224761169388193,1069959.2640563408,0.0,0.0,0.0,None,0.25470155007632955,0.15228428946072162,1.0710302943506909,1.06995926405634
45,2021-03-11,Black-Litterman,0.026961009575465024,0.0269610095754651,0.010139249540643602,1098806.4460199215,0.0,0.0,0.0,None,0.2593395943381202,0.15419654164518617,1.099906352372293,1.0988064460199205
46,2021-03-12,Black-Litterman,-0.010567931933610428,-0.010567931933610386,0.0013465315641931763,1087194.3342901706,0.0,0.0,0.0,None,0.25758998931484633,0.15350709479910457,1.088282616907077,1.0871943342901695
47,2021-03-15,Black-Litterman,0.009371166240310407,0.009371166240310425,0.005963794873480088,1097382.6131323273,0.0,0.0,0.0,None,0.2583386419024395,0.15316370874080734,1.0984810942265533,1.0973826131323263
48,2021-03-16,Black-Litterman,0.012951966474458204,0.012951966474458176,-0.0012615499055910195,1111595.8759472705,0.0,0.0,0.0,None,0.2624410292742929,0.15437348490138622,1.1127085845318017,1.1115958759472695
49,2021-03-17,Black-Litterman,0.011832647753959081,0.01183264775395898,0.0034097235147065863,1124748.9983921081,0.0,0.0,0.0,None,0.26881864133462574,0.15592202888912704,1.1258748732653727,1.124748998392107
50,2021-03-18,Black-Litterman,-0.03422033666335578,-0.03422033666335578,-0.014549343554162819,1086259.709005358,0.0,0.0,0.0,None,0.263833151050641,0.15445976462114658,1.0873470560614187,1.086259709005357
51,2021-03-19,Black-Litterman,-0.008029045853746555,-0.00802904585374642,-0.0018504198222351054,1077538.0799926766,0.0,0.0,0.0,None,0.26801182544628027,0.15481681496223648,1.0786166966893653,1.0775380799926757
52,2021-03-22,Black-Litterman,0.015058721334751252,0.01505872133475128,0.00798481997693723,1093764.4256668694,0.0,0.0,0.0,None,0.2662820018287964,0.15467395494749306,1.0948592849518204,1.0937644256668684
53,2021-03-23,Black-Litterman,-0.022602513223286217,-0.022602513223286325,-0.007870584076893006,1069042.6007725738,0.0,0.0,0.0,None,0.254889986659696,0.15186367187278366,1.070112713486059,1.0690426007725728
54,2021-03-24,Black-Litterman,-0.00484078097488121,-0.004840780974881054,-0.005083465230761419,1063867.5996894166,0.0,0.0,0.0,None,0.24893181680062565,0.14980546810502227,1.0649325322216372,1.0638675996894156
55,2021-03-25,Black-Litterman,0.0027739366530433514,0.002773936653043263,0.005625437941941591,1066818.7010181802,0.0,0.0,0.0,None,0.2515032826786811,0.15054182483405293,1.067886587605785,1.066818701018179
56,2021-03-26,Black-Litterman,0.042501334602025306,0.04250133460202532,0.016115046832870572,1112159.919589852,0.0,0.0,0.0,None,0.25243875462253884,0.15102180316841163,1.1132731927826336,1.1121599195898508
57,2021-03-29,Black-Litterman,-0.0077013579997629,-0.007701357999762903,-0.0005050576080041225,1103594.777896103,0.0,0.0,0.0,None,0.25035025146095385,0.1505244753797774,1.1046994773734755,1.103594777896102
58,2021-03-30,Black-Litterman,-0.004689084799476768,-0.004689084799476606,-0.0026530371535286035,1098419.9283982886,0.0,0.0,0.0,None,0.2513844687246456,0.15088836515836268,1.0995194478461336,1.0984199283982876
59,2021-03-31,Black-Litterman,0.01777808937880418,0.017778089378804207,0.004053338989965738,1117947.736060813,0.0,0.0,0.0,None,0.25175967002133065,0.1512694002115597,1.1190668028636757,1.117947736060812
60,2021-04-01,Black-Litterman,0.036242720052417084,0.03624272005241713,0.01079918498401411,1158465.2028920986,0.0,0.0,0.0,None,0.25452241198694503,0.1519995170800652,1.1596248277198173,1.1584652028920976
61,2021-04-05,Black-Litterman,0.014490602940990294,0.01449060294099036,0.014353099410862713,1175252.0621681619,0.0,0.0,0.0,None,0.25452488299391873,0.15214974156716227,1.1764284906588196,1.1752520621681608
62,2021-04-06,Black-Litterman,-0.006774986044117236,-0.006774986044117082,-0.0005906684065600798,1167289.7458486527,0.0,0.0,0.0,None,0.25555035986130276,0.15226882037118739,1.1684582040527043,1.1672897458486517
63,2021-04-07,Black-Litterman,0.0015876169953388097,0.0015876169953388253,0.001157271475383581,1169142.9548876467,0.0,0.0,0.0,None,0.25642796831281184,0.15278956954140538,1.1703132681558015,1.1691429548876457
64,2021-04-08,Black-Litterman,0.01149692672615772,0.011496926726157763,0.004746764944534521,1182584.5057723937,0.0,0.0,0.0,None,0.2571018037473012,0.1531246766105641,1.183768274046439,1.1825845057723925
65,2021-04-09,Black-Litterman,0.003035902656345134,0.003035902656345124,0.00727010231966152,1186174.7172148207,0.0,0.0,0.0,None,0.2563504846130255,0.15294269802561106,1.1873620792941137,1.1861747172148194
66,2021-04-12,Black-Litterman,-0.00528375317743497,-0.005283753177435124,0.00036477441464932703,1179907.2627837437,0.0,0.0,0.0,None,0.25849644214923323,0.15355202536055026,1.1810883511348775,1.1799072627837424
67,2021-04-13,Black-Litterman,-0.007229830889653966,-0.00722983088965401,0.0029636862683306564,1171376.7328083427,0.0,0.0,0.0,None,0.25100863842873616,0.15155514022552127,1.172549282090432,1.1713767328083413
68,2021-04-14,Black-Litterman,-0.008428196242684555,-0.008428196242684649,-0.0034151362718004563,1161504.1398301192,0.0,0.0,0.0,None,0.24907658685235184,0.15086671609148905,1.162666806636755,1.1615041398301178
69,2021-04-15,Black-Litterman,0.009880544566654407,0.009880544566654326,0.010742461964479144,1172980.4332480642,0.0,0.0,0.0,None,0.24555151878499556,0.15013084437152957,1.174154587835899,1.1729804332480627
70,2021-04-16,Black-Litterman,-0.00034972828279774084,-0.00034972828279766777,0.0033422883765481526,1172570.208815389,0.0,0.0,0.0,None,0.24669868862174354,0.15028016571466277,1.173743952768156,1.1725702088153875
71,2021-04-19,Black-Litterman,-0.016020754968252407,-0.016020754968252282,-0.00491288398466716,1153784.7488168853,0.0,0.0,0.0,None,0.2444931415312812,0.14963267726917512,1.1549396885053893,1.1537847488168838
72,2021-04-20,Black-Litterman,-0.009552452396168448,-0.00955245239616842,-0.007321486786167286,1142763.2749283868,0.0,0.0,0.0,None,0.24425449006188693,0.14945211524928492,1.143907182110496,1.1427632749283854
73,2021-04-21,Black-Litterman,0.02095093946104281,0.02095093946104276,0.00946180838423305,1166705.2391197144,0.0,0.0,0.0,None,0.2447390997502853,0.1494190111625915,1.167873112231945,1.166705239119713
74,2021-04-22,Black-Litterman,-0.020123601997223083,-0.020123601997223073,-0.009133061827109934,1143226.9272395943,0.0,0.0,0.0,None,0.23642436753457363,0.1475093967809578,1.1443712985381311,1.143226927239593
75,2021-04-23,Black-Litterman,0.015177621777336663,0.015177621777336725,0.010842591246928102,1160578.3931469037,0.0,0.0,0.0,None,0.23651871144127123,0.14762840837097516,1.1617401332801827,1.1605783931469023
76,2021-04-26,Black-Litterman,0.00788681200892848,0.007886812008928379,0.00208749739514813,1169731.6567552774,0.0,0.0,0.0,None,0.23960508671779018,0.14833471409756877,1.170902559314591,1.169731656755276
77,2021-04-27,Black-Litterman,0.0017503002143514856,0.001750300214351519,-0.0002155630734179681,1171779.03832483,0.0,0.0,0.0,None,0.24359765674248454,0.14930026953174308,1.172951990315144,1.1717790383248285
78,2021-04-28,Black-Litterman,-0.010631090645652918,-0.01063109064565304,-0.0002873224800967744,1159321.7491517225,0.0,0.0,0.0,None,0.23677508532427494,0.14791967192607436,1.1604822313831047,1.1593217491517211
79,2021-04-29,Black-Litterman,0.009320169011841883,0.00932016901184185,0.0063725125865286,1170126.8237929207,0.0,0.0,0.0,None,0.24012409363290851,0.14905145511364265,1.1712981219148346,1.1701268237929192
80,2021-04-30,Black-Litterman,-0.01847452907973541,-0.018474529079735458,-0.006570252429365042,1148509.28175978,0.0,0.0,0.0,None,0.23911526139792386,0.14857172409330902,1.1496589407004796,1.1485092817597784
81,2021-05-03,Black-Litterman,-0.004996399027731606,-0.004996399027731635,0.0021567610620552014,1142770.8711010546,0.0,0.0,0.0,None,0.23738422472540963,0.14759923519250842,1.1439147858869407,1.1427708711010531
82,2021-05-04,Black-Litterman,-0.010981691112934195,-0.010981691112934233,-0.006169268103919601,1130221.314381764,0.0,0.0,0.0,None,0.23829798186604262,0.1479213096023517,1.131352667048812,1.1302213143817625
83,2021-05-05,Black-Litterman,-0.00011341300754852054,-0.00011341300754852401,0.00031283342987364904,1130093.1325833045,0.0,0.0,0.0,None,0.24041430432452718,0.14817258686590704,1.131224356940244,1.130093132583303
84,2021-05-06,Black-Litterman,0.003957230673461385,0.0039572306734614315,0.007985591942531567,1134565.1717914313,0.0,0.0,0.0,None,0.2384824784657285,0.1475980751494128,1.1357008726640947,1.1345651717914298
85,2021-05-07,Black-Litterman,0.008666273483296148,0.008666273483296072,0.0072778131759045905,1144397.6238547985,0.0,0.0,0.0,None,0.23972344087998393,0.1479261538583534,1.1455431670218197,1.144397623854797
86,2021-05-10,Black-Litterman,-0.03714699203445521,-0.03714699203445515,-0.0099023869984054,1101886.6944372149,0.0,0.0,0.0,None,0.23411702479249114,0.14611168710246147,1.1029896841213356,1.1018866944372134
87,2021-05-11,Black-Litterman,-0.002033710454905878,-0.002033710454905857,-0.008924538970669693,1099645.7759466162,0.0,0.0,0.0,None,0.2341008778989576,0.14645277769064438,1.1007465224690847,1.0996457759466147
88,2021-05-12,Black-Litterman,-0.036451509855628526,-0.03645150985562862,-0.0212453561792888,1059562.0271069978,0.0,0.0,0.0,None,0.2312729302454398,0.14601762401091506,1.060622649756754,1.0595620271069963
89,2021-05-13,Black-Litterman,0.01693163498561657,0.01693163498561656,0.01201259802461152,1077502.1445945934,0.0,0.0,0.0,None,0.22857717453270304,0.14517691030129426,1.0785807253199127,1.077502144594592
90,2021-05-14,Black-Litterman,0.02420426212530516,0.02420426212530513,0.015355245909257409,1103582.2889429394,0.0,0.0,0.0,None,0.23043245354021566,0.14557699233302096,1.1046869759188576,1.103582288942938
91,2021-05-17,Black-Litterman,-0.0033925691669682255,-0.0033925691669681735,-0.002544633311804989,1099838.3096962594,0.0,0.0,0.0,None,0.23321857703241822,0.14575816563498428,1.100939248945204,1.099838309696258
92,2021-05-18,Black-Litterman,-0.010280984286256997,-0.010280984286257011,-0.00861551623877499,1088530.8893168487,0.0,0.0,0.0,None,0.23121504784973756,0.1454370391676889,1.0896205098266747,1.0885308893168473
93,2021-05-19,Black-Litterman,0.008162067943206237,0.008162067943206175,-0.0026217249611071303,1097415.5523937314,0.0,0.0,0.0,None,0.232396074502366,0.14575064248618416,1.098514066460191,1.0974155523937301
94,2021-05-20,Black-Litterman,0.01894362459853107,0.01894362459853105,0.010757809047215128,1118204.5806468679,0.0,0.0,0.0,None,0.23149958508322382,0.14553713438485472,1.1193239045514185,1.1182045806468666
95,2021-05-21,Black-Litterman,-0.00397706569749209,-0.0039770656974921215,-0.000818576616980704,1113757.4075663986,0.0,0.0,0.0,None,0.23124935534212573,0.14542531581936458,1.114872279846244,1.1137574075663974
96,2021-05-24,Black-Litterman,0.019657145562627536,0.019657145562627543,0.010194129304482269,1135650.699048386,0.0,0.0,0.0,None,0.23291620795638793,0.14592667565331152,1.1367874865349201,1.1356506990483848
97,2021-05-25,Black-Litterman,-0.00247339230858914,-0.0024733923085891174,-0.0022187262370043648,1132841.7893441159,0.0,0.0,0.0,None,0.22879005606652783,0.1452378382614205,1.1339757651092244,1.1328417893441147
98,2021-05-26,Black-Litterman,0.0012319093183074316,0.0012319093183075225,0.001984688938251322,1134237.347700577,0.0,0.0,0.0,None,0.23134974002138275,0.14564059885694547,1.1353727204209974,1.1342373477005758
99,2021-05-27,Black-Litterman,0.0038614953270032955,0.003861495327003306,0.0005248355316000985,1138617.1999184354,0.0,0.0,0.0,None,0.23519576314431664,0.14599393356593005,1.13975695687531,1.1386171999184342
100,2021-05-28,Black-Litterman,0.0023090646595269287,0.0023090646595269604,0.0017887706766304134,1141246.3406554966,0.0,0.0,0.0,None,0.23524106117810206,0.14625369902884555,1.142388729384881,1.1412463406554954
101,2021-06-01,Black-Litterman,-0.004735661968477932,-0.004735661968477856,-0.0008808169089393747,1135841.7837633898,0.0,0.0,0.0,None,0.23638847248237901,0.14637843320181562,1.1369787625259151,1.1358417837633885
102,2021-06-02,Black-Litterman,0.005886757492265033,0.005886757492264971,0.0015724897887687828,1142528.2088939867,0.0,0.0,0.0,None,0.23553563333653824,0.14614190431542437,1.1436718807747608,1.1425282088939852
103,2021-06-03,Black-Litterman,-0.014178926414799925,-0.014178926414799897,-0.003711156984247288,1126328.3854932457,0.0,0.0,0.0,None,0.23237943726076413,0.1453784635008067,1.1274558413345797,1.1263283854932442
104,2021-06-04,Black-Litterman,0.01745170657716993,0.01745170657716999,0.009145673916238772,1145984.7379864114,0.0,0.0,0.0,None,0.23321028156143983,0.1457614354672695,1.1471318698562671,1.1459847379864099
105,2021-06-07,Black-Litterman,0.002003766822269359,0.002003766822269437,-0.0009702074380399939,1148281.0241832158,0.0,0.0,0.0,None,0.23352193824457687,0.14620679420225893,1.149430454637853,1.1482810241832142
106,2021-06-08,Black-Litterman,-0.013030127617038492,-0.01303012761703859,0.00021337979788360606,1133318.7758978847,0.0,0.0,0.0,None,0.22672297683450096,0.14485224314960338,1.1344532291270113,1.133318775897883
107,2021-06-09,Black-Litterman,-0.004474038499427885,-0.004474038499427846,-0.001491943566800158,1128248.2640623932,0.0,0.0,0.0,None,0.2224534853474464,0.14420865349570283,1.1293776417040968,1.1282482640623914
108,2021-06-10,Black-Litterman,0.013965805162783562,0.013965805162783562,0.004648390811956116,1144005.1594935374,0.0,0.0,0.0,None,0.2211187637946416,0.14437278671487114,1.1451503098033402,1.1440051594935357
109,2021-06-11,Black-Litterman,0.004056809966878951,0.00405680996687896,0.0016525190649845367,1148646.1710267316,0.0,0.0,0.0,None,0.2203920032571917,0.14435450751470888,1.149795966993725,1.14864617102673
110,2021-06-14,Black-Litterman,0.01130854726289426,0.011308547262894209,0.002239098196677558,1161635.6905401298,0.0,0.0,0.0,None,0.22108634630391857,0.14475839038125615,1.1627984890291587,1.1616356905401282
111,2021-06-15,Black-Litterman,-0.0007867901790533623,-0.0007867901790533649,-0.001834451356996336,1160721.726987175,0.0,0.0,0.0,None,0.22590611971856872,0.1454089367698482,1.1618836105977726,1.1607217269871732
112,2021-06-16,Black-Litterman,-0.013904362207203464,-0.013904362207203591,-0.005583465120880815,1144582.6316733744,0.0,0.0,0.0,None,0.22438029675697113,0.14502989723068527,1.1457283600334078,1.1445826316733727
113,2021-06-17,Black-Litterman,0.005611422202406384,0.005611422202406402,-0.0003316162703840275,1151005.3680652352,0.0,0.0,0.0,None,0.22354404912917517,0.14558942873353697,1.152157525590826,1.1510053680652335
114,2021-06-18,Black-Litterman,-0.02013161401736442,-0.020131614017364408,-0.01349038304331418,1127833.7722634315,0.0,0.0,0.0,None,0.21769752849487953,0.14518015299093356,1.12896273499843,1.1278337722634297
115,2021-06-21,Black-Litterman,0.010904783075670273,0.010904783075670332,0.014316145538351144,1140132.554895379,0.0,0.0,0.0,None,0.21568500674041657,0.14461311395513718,1.1412738287241033,1.1401325548953773
116,2021-06-22,Black-Litterman,0.006817662841679194,0.006817662841679173,0.005346004977325736,1147905.594249478,0.0,0.0,0.0,None,0.21586447089441696,0.14490365592911408,1.1490546488983766,1.1479055942494762
117,2021-06-23,Black-Litterman,0.0032943108797441173,0.003294310879744078,-0.0012052639893157524,1151687.1521375333,0.0,0.0,0.0,None,0.21892351773852442,0.14540445097092863,1.152839992129663,1.1516871521375314
118,2021-06-24,Black-Litterman,0.01297038975786764,0.012970389757867684,0.005915686249815533,1166624.9833798858,0.0,0.0,0.0,None,0.2203870182356839,0.14556824545097763,1.1677927761560418,1.1666249833798839
119,2021-06-25,Black-Litterman,0.005651663769864469,0.005651663769864479,0.0035524720865947046,1173218.3555314727,0.0,0.0,0.0,None,0.22309193779463007,0.146105274226246,1.1743927482797525,1.1732183555314706
120,2021-06-28,Black-Litterman,0.006336514212705554,0.006336514212705646,0.002015483240292104,1180652.470315905,0.0,0.0,0.0,None,0.22533554800362673,0.1467812380781529,1.1818343046205255,1.180652470315903
121,2021-06-29,Black-Litterman,0.0029080083392128498,0.0029080083392127865,0.0005382805545444125,1184085.817545296,0.0,0.0,0.0,None,0.2234696483723976,0.14648411714882104,1.1852710886339297,1.1840858175452937
122,2021-06-30,Black-Litterman,0.0028522066856529428,0.0028522066856528916,0.0008416081158384436,1187463.0750304854,0.0,0.0,0.0,None,0.22834239393245065,0.1470237469182369,1.1886517267572425,1.187463075030483
123,2021-07-01,Black-Litterman,-0.019095475622694903,-0.01909547562269487,0.005536639618873185,1164787.9028283905,0.0,0.0,0.0,None,0.21944708814592045,0.1452553683556476,1.1659538566850753,1.1647879028283883
124,2021-07-02,Black-Litterman,0.007013850852867244,0.0070138508528672094,0.007643558909604886,1172957.5514540528,0.0,0.0,0.0,None,0.2185171161658703,0.14541580657812364,1.1741316831371897,1.1729575514540507
125,2021-07-06,Black-Litterman,0.0024259978374233963,0.002425997837423477,-0.0018215626004801644,1175803.14393727,0.0,0.0,0.0,None,0.2200235029507418,0.14606005914808984,1.176980124061331,1.1758031439372678
126,2021-07-07,Black-Litterman,-0.007602345431315857,-0.007602345431315882,0.0035341530842856184,1166864.2822778316,0.0,0.0,0.0,None,0.21388852708375664,0.14526998702368074,1.1680323145924236,1.1668642822778295
127,2021-07-08,Black-Litterman,-0.01044857672926617,-0.010448576729266024,-0.00814827318446354,1154672.2112918117,0.0,0.0,0.0,None,0.21307966133227776,0.14527894723066062,1.1558280393311424,1.1546722112918095
128,2021-07-09,Black-Litterman,0.010690722502341793,0.01069072250234182,0.010674950150958429,1167016.491483898,0.0,0.0,0.0,None,0.21528227542605483,0.14537144920414471,1.1681846761600574,1.1670164914838956
129,2021-07-12,Black-Litterman,0.0036428350576581912,0.003642835057658278,0.0035820355720468378,1171267.7400719407,0.0,0.0,0.0,None,0.21673472679450667,0.14546598295762386,1.1724401802521924,1.1712677400719385
130,2021-07-13,Black-Litterman,0.0009170644139956119,0.0009170644139955275,-0.0034090083941406,1172341.8680356217,0.0,0.0,0.0,None,0.21351508596714794,0.14530988650033666,1.1735153834190402,1.1723418680356195
131,2021-07-14,Black-Litterman,0.003945203239513814,0.00394520323951375,0.0014920874389474648,1176966.9949712134,0.0,0.0,0.0,None,0.21278448485541568,0.1454303075252303,1.178145140111324,1.1769669949712112
