,Rebalance Date,Next Rebalance,Model,Holding Days,Gross Return,Net Return,Annualized Gross Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,"Value-at-Risk (VaR, 95%)","Conditional Value-at-Risk (CVaR, 95%)",Allocation Turnover,Transaction Cost Rate
70,2019-01-02,2020-01-02,Markowitz,252,0.27098576829754095,0.26884732142840484,0.27098576829754095,0.14385691240648346,1.536149807477596,1.7586217514214246,-0.05996553002018923,4.519025650341209,-0.016657623861285987,-0.02416636491991572,1.6825104753142595,0.0016825104753142594
71,2019-01-02,2020-01-02,Risk-Parity,252,0.3392110729240736,0.33894858876250433,0.3392110729240736,0.13034591994181202,2.2187965150975257,2.87312047449557,-0.07366513010605524,4.604771245713046,-0.012911827060790608,-0.01991556462974418,0.19599909743599253,0.00019599909743599255
72,2020-01-02,2021-01-04,Simulated (Max Sharpe Ratio),253,0.1650899341567924,0.1638066873855808,0.16438649545590645,0.3629667792865688,0.3151431535435265,0.3820189917801317,-0.32934889647561016,0.4991256907644749,-0.032943567889155805,-0.05695691658649354,1.1014143488762351,0.0011014143488762352
73,2020-01-02,2021-01-04,Equal-Weight,253,0.1878853426078657,0.1878853426078657,0.18707722312291541,0.3892836331014886,0.3521268593565005,0.42028756458264466,-0.3706005915153421,0.504794723499978,-0.03431487516408871,-0.061617655502478025,0.0,0.0
74,2020-01-02,2021-01-04,Markowitz,253,0.14326577429992327,0.14110125207475677,0.14266091232461942,0.3431155622480108,0.27005744571166446,0.3426122848699209,-0.3001491956617509,0.47529999875591605,-0.029442861535124314,-0.05196883009165695,1.89328,0.00189328
75,2020-01-02,2021-01-04,Risk-Parity,253,0.18449107161760536,0.18425614671012092,0.18369864912507428,0.3453257869741867,0.38716671088066856,0.45573092252560027,-0.3328346425395945,0.5519216621305314,-0.029425861484834157,-0.054345206588525034,0.1983340466749982,0.00019833404667499822
76,2021-01-04,2022-01-03,Simulated (Max Sharpe Ratio),252,0.19438357176135046,0.19303880932973172,0.19438357176135046,0.15106896732617153,0.9557460696055021,1.516785732892626,-0.0860546296657202,2.2588392108179978,-0.01377342743727811,-0.01986232622672394,1.1259049968644013,0.0011259049968644012
77,2021-01-04,2022-01-03,Equal-Weight,252,0.2776010320685147,0.2776010320685147,0.2776010320685147,0.14372070555364647,1.5836342522237226,2.4536837758423937,-0.054984011607367655,5.048759156585752,-0.014280161374878468,-0.019351660507770582,0.0,0.0
78,2021-01-04,2022-01-03,Markowitz,252,0.04833194455682177,0.04649090592906879,0.04833194455682177,0.17263779634499035,-0.009662168299720861,-0.016158657407302532,-0.19227483132663714,0.25136906491268896,-0.015148074670266472,-0.021469788107095846,1.75616,0.0017561599999999999
79,2021-01-04,2022-01-03,Black-Litterman,252,0.27658867529727904,0.2753120866219818,0.27658867529727904,0.23183164250388036,0.9773845918961923,1.5269716859652376,-0.09953553740926824,2.778793207897268,-0.021653026744504634,-0.030582209753530758,1.0,0.001
80,2021-01-04,2022-01-03,Risk-Parity,252,0.24122553513254497,0.24092291274860256,0.24122553513254497,0.12575398245714647,1.5206320419928603,2.3158898517543496,-0.04916308678880377,4.906639328177433,-0.01256265924389602,-0.017154614492649,0.24380934437520885,0.00024380934437520885
81,2022-01-03,2023-01-03,Simulated (Max Sharpe Ratio),251,-0.06628216296620937,-0.06737858019479626,-0.06653724880057865,0.22215122015361638,-0.5245852294666389,-0.8682909081150866,-0.21614233379173675,-0.3078399665319169,-0.020911729596523293,-0.029814450601411267,1.1742489916118102,0.0011742489916118102
82,2022-01-03,2023-01-03,Equal-Weight,251,-0.0948284262946828,-0.0948284262946828,-0.09518764957746073,0.2306132741133106,-0.6295719538942218,-1.042858319491486,-0.24194500650916895,-0.39342679954774523,-0.02259483387899583,-0.031304993987383546,0.0,0.0
83,2022-01-03,2023-01-03,Markowitz,251,-0.05833699589747399,-0.06022032190567905,-0.058562472102826724,0.23320029180116253,-0.4655331743555114,-0.7730352512678694,-0.2015790585651267,-0.29051863085225293,-0.02390655516206907,-0.03094569376301814,2.0,0.002
