Date,ABT,ADBE,ADI,ADP,AMAT,AME,AXP,BA,CL,COF,CSCO,CVX,DD,DELL,FDX,GE,GILD,GM,GS,HAS,IBM,INTC,JBL,JNJ,JPM,KLAC,KMB,LMT,LOW,MA,MKC,MMM,MRK,MS,MU,NEM,OLN,PG,PH,PPG,QCOM,RTX,SPGI,SPY,T,TMUS,TXN,UNP,V,WDC,XOM,^GSPC
2000-01-03,7.985650539398193,16.27467155456543,27.394855499267578,23.290143966674805,22.827342987060547,2.317140579223633,32.062538146972656,25.94027328491211,17.46215057373047,33.049713134765625,34.64297103881836,15.444016456604004,34.946956634521484,10.962416648864746,27.380718231201172,129.2768096923828,1.2009937763214111,25.32830238342285,60.474205017089844,9.100194931030273,56.26737976074219,24.710657119750977,26.912128448486328,23.035478591918945,22.69161605834961,2.843506336212158,25.106470108032227,10.281105995178223,9.620647430419922,4.159754276275635,4.028965950012207,19.074806213378906,24.702171325683594,32.33078384399414,37.02474594116211,15.69461441040039,7.122270584106445,26.435802459716797,21.140853881835938,15.662327766418457,54.6828727722168,11.245624542236328,17.537322998046875,91.13273620605469,6.104410171508789,43.1707878112793,30.996564865112305,6.3736042976379395,12.393148422241211,2.377626657485962,16.91617774963379,1455.219970703125
2000-01-04,7.757485389709473,14.90939998626709,26.00897789001465,23.290143966674805,21.699514389038086,2.309518575668335,30.851896286010742,25.899946212768555,17.006315231323242,30.99250030517578,32.699432373046875,15.444016456604004,33.99177169799805,10.962416648864746,26.464031219482422,124.10567474365234,1.1463431119918823,25.32830238342285,56.66517639160156,8.514081954956055,54.35744857788086,23.556781768798828,25.04692268371582,22.192150115966797,22.193744659423828,2.7222962379455566,24.885587692260742,10.63016414642334,9.102946281433105,4.159754276275635,4.083044052124023,18.31686782836914,23.83462905883789,29.93592071533203,35.59251022338867,14.512425422668457,7.098761558532715,25.927125930786133,20.301725387573242,15.123927116394043,49.42234802246094,10.784554481506348,16.730792999267578,87.56886291503906,5.747237205505371,43.1707878112793,29.678361892700195,6.364354610443115,12.393148422241211,2.830508232116699,16.592164993286133,1399.4200439453125
2000-01-05,7.743223190307617,15.204174041748047,26.388689041137695,23.06619644165039,20.887470245361328,2.332383155822754,30.068307876586914,27.513643264770508,16.42774772644043,30.276947021484375,32.599266052246094,15.72103500366211,35.095184326171875,10.962416648864746,27.061880111694336,123.89022827148438,1.1370123624801636,25.32830238342285,54.01167678833008,8.113053321838379,56.26737976074219,23.752056121826172,24.99847412109375,22.426395416259766,22.05672264099121,2.586345911026001,24.762907028198242,10.693625450134277,9.092162132263184,4.159754276275635,4.119097709655762,18.84743309020996,24.77067756652832,28.84326171875,35.47061538696289,14.67548942565918,7.568883419036865,25.433860778808594,20.301725387573242,15.694960594177246,47.70695877075195,10.570889472961426,16.505720138549805,87.72550964355469,5.836529731750488,43.1707878112793,28.96275520324707,6.364354610443115,12.393148422241211,2.6418075561523438,17.496706008911133,1402.1099853515625
2000-01-06,8.014163970947266,15.328291893005371,25.667259216308594,23.374116897583008,20.92130470275879,2.317140579223633,30.68089485168457,27.79604721069336,16.392684936523438,31.663345336914062,32.05828094482422,16.390506744384766,36.08332061767578,10.962416648864746,30.13075065612793,125.54658508300781,1.2143235206604004,25.32830238342285,56.32276916503906,7.897119522094727,55.29723358154297,22.367406845092773,24.199108123779297,23.12917709350586,22.369873046875,2.6060006618499756,25.131010055541992,10.852278709411621,9.070588111877441,4.159754276275635,4.065016746520996,20.363313674926758,24.976150512695312,29.397071838378906,36.080074310302734,14.512425422668457,7.839202404022217,26.6053524017334,20.68068504333496,16.445444107055664,42.7132568359375,11.076947212219238,16.05555534362793,86.31565856933594,5.723443508148193,43.1707878112793,28.17184066772461,6.752877712249756,12.393148422241211,2.755028247833252,18.40123176574707,1403.449951171875
2000-01-07,8.099722862243652,16.07298469543457,26.388689041137695,23.90599250793457,21.101760864257812,2.347628355026245,31.12759017944336,28.60289192199707,17.374496459960938,32.55779266357422,33.94169616699219,16.679080963134766,36.890296936035156,10.962416648864746,30.29016876220703,130.40797424316406,1.3996044397354126,25.32830238342285,56.53678894042969,8.17475414276123,55.054744720458984,23.290504455566406,25.04692268371582,24.11305809020996,22.780866622924805,2.759970188140869,25.86726951599121,10.884017944335938,9.275513648986816,4.159754276275635,4.046990871429443,20.767555236816406,27.37330436706543,30.310117721557617,34.37358093261719,13.98246955871582,7.780430793762207,28.73255157470703,22.57552146911621,16.739107131958008,45.7437744140625,11.515523910522461,16.20560646057129,91.32858276367188,5.772502899169922,43.1707878112793,28.322490692138672,6.706624984741211,12.393148422241211,3.3966097831726074,18.347230911254883,1441.469970703125
2000-01-10,8.042685508728027,16.693561553955078,28.685823440551758,24.49384117126465,22.804792404174805,2.423849582672119,31.561519622802734,28.199462890625,17.84786033630371,32.15528869628906,35.2039909362793,16.228914260864258,35.95158004760742,10.962416648864746,29.65247344970703,130.3540496826172,1.582218885421753,25.32830238342285,57.777931213378906,8.544930458068848,57.23748779296875,24.355613708496094,26.451866149902344,23.50398826599121,22.389450073242188,3.054802417755127,26.45628547668457,10.471505165100098,9.55593204498291,4.159754276275635,3.866724967956543,20.666488647460938,26.574241638183594,31.382221221923828,36.26291275024414,13.941704750061035,7.545379161834717,28.59381675720215,22.30482292175293,16.217029571533203,48.60277557373047,11.627983093261719,17.33100128173828,91.64190673828125,5.854266166687012,43.1707878112793,30.262136459350586,6.863887786865234,12.393148422241211,3.0192081928253174,18.090726852416992,1457.5999755859375
2000-01-11,7.928606986999512,15.545493125915527,27.508766174316406,24.017963409423828,21.801013946533203,2.3552510738372803,31.855058670043945,27.67500114440918,17.935523986816406,31.126684188842773,34.14207077026367,16.078866958618164,35.60572814941406,10.962416648864746,29.094491958618164,130.569580078125,1.4375933408737183,25.32830238342285,58.0775260925293,8.328990936279297,57.72258377075195,25.4739933013916,25.773618698120117,23.582077026367188,21.86102294921875,3.0285956859588623,25.86726951599121,10.122448921203613,9.253945350646973,4.159754276275635,3.8396835327148438,20.312782287597656,26.665569305419922,31.382221221923828,35.28777313232422,14.75701904296875,7.4043426513671875,29.040851593017578,21.736377716064453,16.15176773071289,44.04745864868164,11.358081817626953,17.424789428710938,90.5452880859375,5.772502899169922,43.1707878112793,29.979663848876953,6.919386386871338,12.393148422241211,3.0192081928253174,18.144733428955078,1438.56005859375
2000-01-12,7.809953212738037,15.467921257019043,28.401060104370117,23.794021606445312,22.92885398864746,2.362873077392578,31.689123153686523,27.79604721069336,18.058244705200195,31.529184341430664,33.28050231933594,16.02114486694336,36.297428131103516,10.962416648864746,28.855371475219727,131.00050354003906,1.424930453300476,25.32830238342285,57.777931213378906,8.452383041381836,57.96510314941406,25.917787551879883,25.53137969970703,23.363431930541992,21.998014450073242,3.123598575592041,25.67093849182129,10.757087707519531,9.141264915466309,4.159754276275635,3.8396835327148438,20.363313674926758,27.190656661987305,31.62246322631836,36.080074310302734,14.430889129638672,7.380836486816406,28.855867385864258,22.034147262573242,16.396493911743164,42.160526275634766,11.616740226745605,17.556087493896484,89.64453887939453,5.469976425170898,43.1707878112793,30.43161392211914,6.780628204345703,12.393148422241211,2.755028247833252,18.036718368530273,1432.25
2000-01-13,7.738300800323486,16.29018783569336,28.495983123779297,23.6540470123291,22.466434478759766,2.332383155822754,31.855058670043945,27.352262496948242,18.180973052978516,32.33418655395508,34.04187774658203,16.171194076538086,36.3632926940918,10.962416648864746,29.97133445739746,132.50868225097656,1.5035746097564697,25.32830238342285,57.863548278808594,8.390686988830566,57.358787536621094,25.864526748657227,25.1922664642334,23.332210540771484,22.330734252929688,3.1383399963378906,25.891813278198242,10.534963607788086,9.044133186340332,4.159754276275635,3.929816722869873,20.363313674926758,27.304821014404297,31.81765365600586,37.96940612792969,13.941704750061035,7.333822727203369,28.362607955932617,21.76344108581543,16.804370880126953,43.64718246459961,11.740435600280762,18.362607955932617,90.85858917236328,5.339155673980713,43.1707878112793,30.845897674560547,6.900888442993164,12.393148422241211,2.60406756401062,18.45523452758789,1449.6800537109375
2000-01-14,7.9102654457092285,16.460847854614258,30.793113708496094,23.402122497558594,24.473976135253906,2.309518575668335,32.569732666015625,28.401195526123047,17.760202407836914,33.4969596862793,34.482688903808594,16.06732177734375,36.62678909301758,10.962416648864746,29.692346572875977,130.13864135742188,1.468918800354004,25.32830238342285,58.6339225769043,8.143901824951172,58.02577209472656,29.27289390563965,25.87051773071289,23.4102840423584,23.133132934570312,3.6166253089904785,25.695470809936523,10.408040046691895,9.346325874328613,4.159754276275635,3.965872049331665,20.07275390625,27.076505661010742,32.988861083984375,35.71439743041992,13.574824333190918,7.6158952713012695,28.855867385864258,21.49275779724121,16.445444107055664,42.82764434814453,11.48178482055664,17.631103515625,92.09223175048828,5.494508743286133,43.1707878112793,32.50307083129883,6.8176350593566895,12.393148422241211,2.717288017272949,18.090726852416992,1465.1500244140625
