,Model,Ticker,Weight,Marginal Risk Contribution,Component Risk,Component Variance,Risk Contribution %,Portfolio Volatility
73,Equal-Weight,COF,0.02,0.31051130936596294,0.006210226187319259,0.0012391423600348747,0.03112387288299987,0.199532564943463
74,Equal-Weight,WDC,0.02,0.3142719899063197,0.006285439798126394,0.0012541499247178817,0.03150082193303813,0.199532564943463
75,Equal-Weight,ABT,0.02,0.11430581092629649,0.00228611621852593,0.00045615463284132916,0.011457358948769564,0.199532564943463
76,Equal-Weight,GILD,0.02,0.16321865663768903,0.0032643731327537807,0.0006513487441108895,0.016360102089995845,0.199532564943463
77,Equal-Weight,UNP,0.02,0.18137365624479457,0.0036274731248958914,0.0007237990168739561,0.01817985513253802,0.199532564943463
78,Equal-Weight,ADI,0.02,0.27583830873083076,0.005516766174616616,0.0011007745050145897,0.027648450147372064,0.199532564943463
79,Equal-Weight,TMUS,0.02,0.13732673715705798,0.00274653474314116,0.0005480231220052909,0.013764844570205282,0.199532564943463
80,Equal-Weight,MMM,0.02,0.1659773071133804,0.0033195461422676083,0.0006623575562148336,0.016636613392947624,0.199532564943463
81,Equal-Weight,ADBE,0.02,0.24866121987239814,0.004973224397447963,0.0009923202200622003,0.02492437461953698,0.199532564943463
82,Equal-Weight,AXP,0.02,0.26480481186465943,0.005296096237293189,0.0010567436664145331,0.02654251569809581,0.199532564943463
83,Equal-Weight,BA,0.02,0.22049606457880921,0.004409921291576184,0.0008799229065069852,0.022101260978756643,0.199532564943463
84,Equal-Weight,CVX,0.02,0.16883011734674183,0.0033766023469348366,0.0006737421270780248,0.01692256273000644,0.199532564943463
85,Equal-Weight,CSCO,0.02,0.23668076706367286,0.0047336153412734575,0.0009445104105000189,0.023723522737327186,0.199532564943463
86,Equal-Weight,DD,0.02,0.2374153037143701,0.0047483060742874025,0.000947441690139191,0.02379714847865972,0.199532564943463
87,Equal-Weight,XOM,0.02,0.156447756757803,0.00312895513515606,0.0006243284437107086,0.015681425916830374,0.199532564943463
88,Equal-Weight,FDX,0.02,0.20538461798962138,0.004107692359792427,0.0008196183925480493,0.020586576236096252,0.199532564943463
89,Equal-Weight,GS,0.02,0.2635807363909789,0.005271614727819578,0.0010518588080355759,0.026419821392629696,0.199532564943463
90,Equal-Weight,GM,0.02,0.12314105238967685,0.002462821047793537,0.0004914130006629916,0.012342952883362027,0.199532564943463
91,Equal-Weight,HAS,0.02,0.1703352732164809,0.003406705464329618,0.0006797486793045999,0.017073430922390533,0.199532564943463
92,Equal-Weight,JBL,0.02,0.31699719312440167,0.006339943862488033,0.0012650252604798032,0.031773980674705604,0.199532564943463
93,Equal-Weight,KMB,0.02,0.08813000861941853,0.0017626001723883705,0.0003516961333664416,0.00883364664253075,0.199532564943463
94,Equal-Weight,KLAC,0.02,0.3092206505157471,0.006184413010314942,0.0012339917906178637,0.03099450464172241,0.199532564943463
95,Equal-Weight,LOW,0.02,0.2007564482277649,0.004015128964555298,0.0008011489808765094,0.020122675041504997,0.199532564943463
96,Equal-Weight,MKC,0.02,0.09229875354845056,0.0018459750709690112,0.00036833214073213794,0.00925149772665962,0.199532564943463
97,Equal-Weight,NEM,0.02,0.08621788005117288,0.0017243576010234577,0.00034406549501196713,0.008641985840817762,0.199532564943463
98,Equal-Weight,OLN,0.02,0.25931147121269854,0.005186229424253971,0.0010348216594066543,0.025991894735195108,0.199532564943463
99,Equal-Weight,PH,0.02,0.2433986804932646,0.004867973609865292,0.0009713192604535104,0.024396887852589973,0.199532564943463
100,Markowitz,PPG,0.0,0.15757401788337919,0.0,0.0,0.0,0.17853058677806674
101,Markowitz,DELL,0.20757,0.1372399398296955,0.028486894310449897,0.005085781956729391,0.15956310246076913,0.17853058677806674
102,Markowitz,QCOM,0.0,0.17764243501361476,0.0,0.0,0.0,0.17853058677806674
103,Markowitz,AMAT,0.0,0.21693991472020466,0.0,0.0,0.0,0.17853058677806674
104,Markowitz,MRK,0.0,0.1017795196543064,0.0,0.0,0.0,0.17853058677806674
105,Markowitz,AME,0.15379,0.1907518267884395,0.029335723441794113,0.00523732391962259,0.16431763302420363,0.17853058677806674
106,Markowitz,PG,0.0,0.07779522332657102,0.0,0.0,0.0,0.17853058677806674
107,Markowitz,CL,0.0,0.07686200406900517,0.0,0.0,0.0,0.17853058677806674
108,Markowitz,V,0.0,0.15208889650452573,0.0,0.0,0.0,0.17853058677806674
109,Markowitz,MA,0.27331,0.2113495737995638,0.05776395201515878,0.010312632247886387,0.3235521322011099,0.17853058677806674
110,Markowitz,MU,0.0,0.24811987632020668,0.0,0.0,0.0,0.17853058677806674
111,Markowitz,T,0.0,0.10331842415923062,0.0,0.0,0.0,0.17853058677806674
112,Markowitz,JPM,0.0,0.198440370712466,0.0,0.0,0.0,0.17853058677806674
113,Markowitz,JNJ,0.0,0.08084350533257002,0.0,0.0,0.0,0.17853058677806674
114,Markowitz,INTC,0.0,0.1829620231598498,0.0,0.0,0.0,0.17853058677806674
115,Markowitz,GE,0.0,0.1713831495481173,0.0,0.0,0.0,0.17853058677806674
116,Markowitz,MS,0.0,0.2554174629004389,0.0,0.0,0.0,0.17853058677806674
117,Markowitz,RTX,0.0,0.15889035094364995,0.0,0.0,0.0,0.17853058677806674
118,Markowitz,TXN,0.0,0.17001459772023716,0.0,0.0,0.0,0.17853058677806674
119,Markowitz,IBM,0.0,0.12935448164469343,0.0,0.0,0.0,0.17853058677806674
120,Markowitz,SPGI,0.0,0.16220589981343428,0.0,0.0,0.0,0.17853058677806674
121,Markowitz,LMT,0.22308,0.15301459721841296,0.03413449634748356,0.006094051662290016,0.19119690896393296,0.17853058677806674
122,Markowitz,ADP,0.0,0.13283977397783908,0.0,0.0,0.0,0.17853058677806674
123,Markowitz,COF,0.0,0.23305170337642625,0.0,0.0,0.0,0.17853058677806674
124,Markowitz,WDC,0.00424,0.2294234884477328,0.0009727555910183871,0.00017366662645615776,0.005448677498761766,0.17853058677806674
125,Markowitz,ABT,0.0,0.10380470469028545,0.0,0.0,0.0,0.17853058677806674
126,Markowitz,GILD,0.13801,0.2017010729089342,0.027836765072162005,0.004969714002336276,0.1559215458512226,0.17853058677806674
127,Markowitz,UNP,0.0,0.14961249988654554,0.0,0.0,0.0,0.17853058677806674
128,Markowitz,ADI,0.0,0.1857028333065288,0.0,0.0,0.0,0.17853058677806674
129,Markowitz,TMUS,0.0,0.11697098054715609,0.0,0.0,0.0,0.17853058677806674
130,Markowitz,MMM,0.0,0.13475490891450384,0.0,0.0,0.0,0.17853058677806674
131,Markowitz,ADBE,0.0,0.18802611544393233,0.0,0.0,0.0,0.17853058677806674
132,Markowitz,AXP,0.0,0.20909177571289608,0.0,0.0,0.0,0.17853058677806674
133,Markowitz,BA,0.0,0.1900955214201847,0.0,0.0,0.0,0.17853058677806674
134,Markowitz,CVX,0.0,0.13849876477415743,0.0,0.0,0.0,0.17853058677806674
135,Markowitz,CSCO,0.0,0.1657478242763694,0.0,0.0,0.0,0.17853058677806674
136,Markowitz,DD,0.0,0.18027873644060213,0.0,0.0,0.0,0.17853058677806674
137,Markowitz,XOM,0.0,0.12687408018042204,0.0,0.0,0.0,0.17853058677806674
138,Markowitz,FDX,0.0,0.15930691300952599,0.0,0.0,0.0,0.17853058677806674
139,Markowitz,GS,0.0,0.19617809584759624,0.0,0.0,0.0,0.17853058677806674
140,Markowitz,GM,0.0,0.10506275495373286,0.0,0.0,0.0,0.17853058677806674
141,Markowitz,HAS,0.0,0.1326759139782818,0.0,0.0,0.0,0.17853058677806674
142,Markowitz,JBL,0.0,0.21747083047795046,0.0,0.0,0.0,0.17853058677806674
143,Markowitz,KMB,0.0,0.07181200222671573,0.0,0.0,0.0,0.17853058677806674
144,Markowitz,KLAC,0.0,0.21611471156877876,0.0,0.0,0.0,0.17853058677806674
145,Markowitz,LOW,0.0,0.15154420320212308,0.0,0.0,0.0,0.17853058677806674
146,Markowitz,MKC,0.0,0.07892636628981452,0.0,0.0,0.0,0.17853058677806674
147,Markowitz,NEM,0.0,0.06825521354755078,0.0,0.0,0.0,0.17853058677806674
148,Markowitz,OLN,0.0,0.20097904696267369,0.0,0.0,0.0,0.17853058677806674
149,Markowitz,PH,0.0,0.19709986674547672,0.0,0.0,0.0,0.17853058677806674
150,Black-Litterman,PPG,0.0,0.17669392651820842,0.0,0.0,0.0,0.18242320180089466
151,Black-Litterman,DELL,0.17834356687133743,0.1450962865233981,0.025876989278368383,0.004720563237127383,0.1418514148579179,0.18242320180089466
152,Black-Litterman,QCOM,0.0036500730014600294,0.2119159019397443,0.0007735085122503117,0.00014110589942494843,0.004240187128688574,0.18242320180089466
153,Black-Litterman,AMAT,0.025190503810076204,0.2761476017814311,0.006956297214818547,0.0012689900106058452,0.038132743785579314,0.18242320180089466
154,Black-Litterman,MRK,0.013580271605432109,0.10384715916533607,0.0014102726269178021,0.0002572664480145041,0.0077307744464272755,0.18242320180089466
155,Black-Litterman,AME,0.008120162403248065,0.17591052667564225,0.0014284220450471161,0.00026057732298047674,0.00783026517978872,0.18242320180089466
156,Black-Litterman,PG,0.0,0.07928260488215073,0.0,0.0,0.0,0.18242320180089466
157,Black-Litterman,CL,0.0,0.07909170196974895,0.0,0.0,0.0,0.18242320180089466
158,Black-Litterman,V,0.20677413548270968,0.18260544820183439,0.03775808368636703,0.006887950519933201,0.206980709216901,0.18242320180089466
159,Black-Litterman,MA,0.12344246884937699,0.21177515856669274,0.02614204841444084,0.0047689161733963,0.14330440512152348,0.18242320180089466
160,Black-Litterman,MU,0.060431208624172485,0.35558231934812357,0.02148826932359358,0.003919958891169886,0.11779351042773001,0.18242320180089466
161,Black-Litterman,T,0.0,0.10530176562684328,0.0,0.0,0.0,0.18242320180089466
162,Black-Litterman,JPM,0.0,0.22544162480523355,0.0,0.0,0.0,0.18242320180089466
163,Black-Litterman,JNJ,0.0,0.0774926847438564,0.0,0.0,0.0,0.18242320180089466
164,Black-Litterman,INTC,0.0,0.22193706639609362,0.0,0.0,0.0,0.18242320180089466
165,Black-Litterman,GE,0.04447088941778836,0.2057775865662548,0.00915111229684729,0.0016693752052304217,0.05016419077456632,0.18242320180089466
166,Black-Litterman,MS,0.0,0.28652303787518796,0.0,0.0,0.0,0.18242320180089466
167,Black-Litterman,RTX,0.06566131322626452,0.1773542471119439,0.011645312771625668,0.0021243752417728053,0.06383679628831379,0.18242320180089466
168,Black-Litterman,TXN,0.0,0.20974846607082656,0.0,0.0,0.0,0.18242320180089466
169,Black-Litterman,IBM,0.0,0.14408665956980868,0.0,0.0,0.0,0.18242320180089466
170,Black-Litterman,SPGI,0.033310666213324264,0.18354381659109448,0.006113966809985556,0.0011153294011819674,0.03351529163849799,0.18242320180089466
171,Black-Litterman,LMT,0.05925118502370047,0.11435569651831697,0.006775710532920938,0.001236046809891484,0.037142811144803126,0.18242320180089466
172,Black-Litterman,ADP,0.0,0.14339293577536755,0.0,0.0,0.0,0.18242320180089466
173,Black-Litterman,COF,0.0,0.2635838753574281,0.0,0.0,0.0,0.18242320180089466
174,Black-Litterman,WDC,0.007110142202844057,0.27834663783370034,0.001979084176681143,0.00036103087214366163,0.01084886219046418,0.18242320180089466
175,Black-Litterman,ABT,0.016500330006600134,0.10457759829834748,0.001725564883220398,0.00031478307091225194,0.009459130561164921,0.18242320180089466
176,Black-Litterman,GILD,0.0,0.12121160156828643,0.0,0.0,0.0,0.18242320180089466
177,Black-Litterman,UNP,0.0,0.1596905505014859,0.0,0.0,0.0,0.18242320180089466
178,Black-Litterman,ADI,0.0,0.22547323979047063,0.0,0.0,0.0,0.18242320180089466
179,Black-Litterman,TMUS,0.03287065741314827,0.1436272091609735,0.00472112078753695,0.0008612419701512519,0.02588004563525755,0.18242320180089466
180,Black-Litterman,MMM,0.0,0.14245210951465828,0.0,0.0,0.0,0.18242320180089466
181,Black-Litterman,ADBE,0.006640132802656054,0.214144080417093,0.001421945132872155,0.0002593957839237371,0.007794760309185526,0.18242320180089466
182,Black-Litterman,AXP,0.0,0.23617586440563842,0.0,0.0,0.0,0.18242320180089466
183,Black-Litterman,BA,0.0,0.20276984683624732,0.0,0.0,0.0,0.18242320180089466
184,Black-Litterman,CVX,0.0,0.150795293002533,0.0,0.0,0.0,0.18242320180089466
185,Black-Litterman,CSCO,0.0,0.19055081584718497,0.0,0.0,0.0,0.18242320180089466
186,Black-Litterman,DD,0.0,0.20468957929838125,0.0,0.0,0.0,0.18242320180089466
187,Black-Litterman,XOM,0.0,0.1345478028191504,0.0,0.0,0.0,0.18242320180089466
188,Black-Litterman,FDX,0.0,0.17732406319829855,0.0,0.0,0.0,0.18242320180089466
189,Black-Litterman,GS,0.0,0.2227308786616189,0.0,0.0,0.0,0.18242320180089466
190,Black-Litterman,GM,0.0,0.12070125880253854,0.0,0.0,0.0,0.18242320180089466
191,Black-Litterman,HAS,0.0,0.14586881008964708,0.0,0.0,0.0,0.18242320180089466
192,Black-Litterman,JBL,0.0,0.26072778962466553,0.0,0.0,0.0,0.18242320180089466
193,Black-Litterman,KMB,0.0,0.0724211707839175,0.0,0.0,0.0,0.18242320180089466
194,Black-Litterman,KLAC,0.008920178403568072,0.27238868607389255,0.0024297556748926197,0.0004432438098078053,0.013319334661961313,0.18242320180089466
195,Black-Litterman,LOW,0.0,0.1671133095514183,0.0,0.0,0.0,0.18242320180089466
196,Black-Litterman,MKC,0.05098101962039241,0.08634888859871218,0.004402154383850024,0.000803055097523766,0.02413154873059812,0.18242320180089466
197,Black-Litterman,NEM,0.014210284205684114,0.08101666839982381,0.0011512698833591635,0.00021001833825932118,0.006310983866052929,0.18242320180089466
198,Black-Litterman,OLN,0.0,0.21929244583125798,0.0,0.0,0.0,0.18242320180089466
199,Black-Litterman,PH,0.04054081081621633,0.22378223776595546,0.00907231336529914,0.001655000451838919,0.049732234034577986,0.18242320180089466
200,Risk-Parity,PPG,0.01744615550415955,0.2066146893391864,0.003604631999655062,0.0006378902302431802,0.020369291199183032,0.17696403691256746
201,Risk-Parity,DELL,0.030732665249940075,0.08847920252772772,0.0027192017128663077,0.00048120091228838995,0.015365843593462903,0.17696403691256746
202,Risk-Parity,QCOM,0.014195364264504252,0.241889681948803,0.0034337121470883374,0.0006076435631444719,0.01940344607297148,0.17696403691256746
203,Risk-Parity,AMAT,0.012639823986029966,0.2870568464224673,0.0036283480127648226,0.0006420871116625548,0.020503307203358377,0.17696403691256746
204,Risk-Parity,MRK,0.0279490671080062,0.13229152041771014,0.003697424581974753,0.0006543111802060145,0.020893649616512407,0.17696403691256746
205,Risk-Parity,AME,0.018945953287572738,0.19468714636114318,0.0036885335806490552,0.000652737792719224,0.020843407762400033,0.17696403691256746
206,Risk-Parity,PG,0.030503656343473146,0.10487328850008167,0.0031990187520164054,0.0005661112725158266,0.018077225225128328,0.17696403691256746
207,Risk-Parity,CL,0.03046816122497713,0.10581913662482063,0.0032241145153729177,0.0005705523201087975,0.01821903801259831,0.17696403691256746
208,Risk-Parity,V,0.02585556680279942,0.144166090352781,0.003727495979814746,0.0006596327361633835,0.021063579046043054,0.17696403691256746
209,Risk-Parity,MA,0.022058615915391395,0.1729450252954891,0.0038149278874708434,0.0006751050394971733,0.0215576450109786,0.17696403691256746
210,Risk-Parity,MU,0.012601142906735273,0.32789435922536475,0.0041318436789112125,0.0007311877373118023,0.023348493575294227,0.17696403691256746
211,Risk-Parity,T,0.026676141394129323,0.1398383300810688,0.003730347065561519,0.0006601372758067163,0.021079690148595384,0.17696403691256746
212,Risk-Parity,JPM,0.012753326855179815,0.26004733336649766,0.0033164686402408525,0.0005868956788709546,0.018740918765768312,0.17696403691256746
213,Risk-Parity,JNJ,0.03045581690022585,0.10212117261066715,0.0031101837346668377,0.0005503906692264492,0.017575230475802745,0.17696403691256746
214,Risk-Parity,INTC,0.013814594744120763,0.25059210557957945,0.0034618283846578135,0.0006126191260475591,0.019562327154461316,0.17696403691256746
215,Risk-Parity,GE,0.01566047855135874,0.2216803493348548,0.003471620356016206,0.0006143519528284725,0.019617660269195984,0.17696403691256746
216,Risk-Parity,MS,0.011565029720114722,0.3289355081617777,0.003804148927891998,0.0006731975512963834,0.021496734558397936,0.17696403691256746
217,Risk-Parity,RTX,0.01919803275919339,0.1925571436103422,0.0036967183510480555,0.0006541862027302337,0.02088965880041769,0.17696403691256746
218,Risk-Parity,TXN,0.014367970787098993,0.24091976704349205,0.0034615281749155883,0.0006125659997196544,0.019560630709536894,0.17696403691256746
219,Risk-Parity,IBM,0.022642027798931878,0.16736341517938863,0.003789447099015895,0.0006705958563084704,0.021413656498399977,0.17696403691256746
220,Risk-Parity,SPGI,0.019085315315297665,0.19445646638471567,0.0037112629760508793,0.0006567600782861129,0.02097184852244584,0.17696403691256746
221,Risk-Parity,LMT,0.028797715186252244,0.12146508022848927,0.0034979167854953127,0.0006190054751454818,0.019766257859632385,0.17696403691256746
222,Risk-Parity,ADP,0.023180396275515276,0.16504716988542414,0.003825858802096423,0.0006770394182764626,0.021619414141115366,0.17696403691256746
