Return,Volatility,Sharpe
1000000.0,1000000.0,1000000.0
0.09522343906715211,0.2018160049887727,0.2242781954682957
0.003627782755500132,0.006119241356676082,0.01911627523755103
0.07840646672726445,0.1732931384895934,0.13551544999456486
0.09277187742729046,0.19766412600268493,0.21129193384830075
0.09522268187492805,0.20172922052800335,0.2241196357968574
0.09767170651207234,0.20588547938061505,0.2370782857037289
0.11267960864829238,0.2366630122567822,0.3237682790473968
