,Return,Volatility,Sharpe
0,0.09695636788580039,0.13079346705307804,0.35901156949027707
1,0.09695636788580039,0.13079346705307804,0.35901156949027707
2,0.09695636788580039,0.13079346705307804,0.35901156949027707
3,0.09695636788580039,0.13079346705307804,0.35901156949027707
4,0.09695636788580039,0.13079346705307804,0.35901156949027707
5,0.09695636788580039,0.13079346705307804,0.35901156949027707
6,0.09695636788580039,0.13079346705307804,0.35901156949027707
7,0.09695636788580039,0.13079346705307804,0.35901156949027707
8,0.09695636788580039,0.13079346705307804,0.35901156949027707
9,0.09695636788580039,0.13079346705307804,0.35901156949027707
10,0.09695636788580039,0.13079346705307804,0.35901156949027707
11,0.09695636788580039,0.13079346705307804,0.35901156949027707
12,0.09695636788580039,0.13079346705307804,0.35901156949027707
13,0.09695636788580039,0.13079346705307804,0.35901156949027707
14,0.09695636788580039,0.13079346705307804,0.35901156949027707
15,0.09695636788580039,0.13079346705307804,0.35901156949027707
16,0.09695636788580039,0.13079346705307804,0.35901156949027707
17,0.09695636788580039,0.13079346705307804,0.35901156949027707
18,0.09695636788580039,0.13079346705307804,0.35901156949027707
19,0.09695636788580039,0.13079346705307804,0.35901156949027707
20,0.09695636788580039,0.13079346705307804,0.35901156949027707
21,0.09695636788580039,0.13079346705307804,0.35901156949027707
22,0.09695636788580039,0.13079346705307804,0.35901156949027707
23,0.09695636788580039,0.13079346705307804,0.35901156949027707
24,0.09695636788580039,0.13079346705307804,0.35901156949027707
25,0.09695636788580039,0.13079346705307804,0.35901156949027707
26,0.09695636788580039,0.13079346705307804,0.35901156949027707
27,0.09695636788580039,0.13079346705307804,0.35901156949027707
28,0.09695636788580039,0.13079346705307804,0.35901156949027707
29,0.09695636788580039,0.13079346705307804,0.35901156949027707
30,0.09695636788580039,0.13079346705307804,0.35901156949027707
31,0.09695636788580039,0.13079346705307804,0.35901156949027707
32,0.09695636788580039,0.13079346705307804,0.35901156949027707
33,0.09695636788580039,0.13079346705307804,0.35901156949027707
34,0.09725091062836787,0.13079412552141909,0.36126171905656396
35,0.09910691873087515,0.13082856490221823,0.37535318657342037
36,0.1009629722496586,0.13091105262212518,0.38929464876249403
37,0.1028189349358898,0.13105405500721937,0.40303167218275054
38,0.10467494303839711,0.13124660071435734,0.4165817837628468
39,0.10653095114090441,0.13149663262732073,0.4299041732963671
40,0.10838695924341174,0.1318039733918852,0.44298330119239376
41,0.11024296734591901,0.13216822428952074,0.4558052260273539
42,0.11209897544842637,0.1325801376897553,0.4683882256461472
43,0.11395498355093371,0.13302948124939645,0.48075797146825205
44,0.11581099165344097,0.13351216512196393,0.4929213124011759
45,0.11766699975594831,0.13402771300360508,0.5048731955467165
46,0.11952300785845561,0.134576458759284,0.5166060134099006
47,0.12137901596096294,0.13515995681455586,0.5281077150601448
48,0.12323502406347028,0.1357796963361285,0.539366532991603
49,0.12509103216597756,0.13643644691476808,0.5503737004591372
50,0.12694704026848486,0.1371296767840494,0.5611260966483599
51,0.1288030483709922,0.13785883563140164,0.5716213111047223
52,0.1306590564734995,0.1386233564987163,0.5818576213327113
53,0.13251506457600676,0.1394226576667903,0.5918339669956054
54,0.13437107267851411,0.14025614451191884,0.6015499211968167
55,0.13622708078102136,0.14112724890954312,0.6109881787342815
56,0.13808308888352877,0.14204368342139284,0.6201126777472936
57,0.1399390969860361,0.14300484021528667,0.6289234465815091
58,0.14179510508854332,0.14400982383165578,0.6374225219235717
59,0.14365111319105064,0.1450577233551922,0.6456127328135023
60,0.14550712129355797,0.14614772892461708,0.6534971292151963
61,0.1473631293960653,0.14727910059019955,0.6610790601374991
62,0.14921913749857266,0.14845359915870587,0.6683511754571972
63,0.15107514560107993,0.14968458285647424,0.6752542157130257
64,0.15293115370358723,0.15098655023902827,0.6817239915782957
65,0.1547871618060946,0.15236360468877982,0.6877440450436599
66,0.15664316990860194,0.15381372951380243,0.6933267286717233
67,0.15849917801110916,0.15533487828765885,0.6984856151249148
68,0.16035518611361652,0.1569249856168503,0.7032352794542285
69,0.1622111942161238,0.15858197716501643,0.7075910908801423
70,0.16406720231863114,0.16030377888494443,0.7115690167260569
71,0.16592321042113847,0.16208832542947302,0.7151854404935434
72,0.1677792185236458,0.1639335677302809,0.7184569954423695
73,0.16963522662615302,0.16583747974911056,0.7214004144729211
74,0.17149123472866037,0.16779806441912554,0.7240323966145397
75,0.17334724283116765,0.16981425274696157,0.7263656662257088
76,0.175203250933675,0.1718890142638716,0.7283958865542857
77,0.17705925903618236,0.17404393033804944,0.7300413107736209
78,0.17891526713868966,0.17630562121835,0.7312033856199708
79,0.1807712752411969,0.17870282722201047,0.7317806733898728
80,0.18262728334370418,0.1814983135177767,0.7307356237815075
81,0.18448329144621153,0.18482951949839238,0.7276072123716214
82,0.18633929954871883,0.18882559929515927,0.7220382196992398
83,0.1881953076512262,0.1934479612152929,0.7143797576518539
84,0.19005131575373346,0.1986528920643714,0.7050051690581545
85,0.19190732385624082,0.20439589142331627,0.6942767922978558
86,0.19376333195874812,0.21063295187110048,0.6825301107052135
87,0.19561934006125545,0.21732155003641185,0.6700639675948251
88,0.19747534816376275,0.2245409969957964,0.6567858437295688
89,0.1993313562662701,0.23262585955657447,0.6419379021357373
90,0.2011873643687775,0.24332022007899284,0.6213514204437888
91,0.20304337247128484,0.2584233425500881,0.5922196151519157
92,0.20489938057379203,0.277104676738584,0.5589922999384148
